"Isolation","Trait_A","Trait_B","Observed_PP","Percent_PP"
"Stone.Chamber","Glycerol","Vitamin-free",0,0.787
"Stone.Chamber","Glycerol","2-Keto-D-gluconate",2,1
"Stone.Chamber","Glycerol","Starch formation",0,0.815
"Stone.Chamber","Glycerol","Growth at 19°C",2,1
"Stone.Chamber","Glycerol","Growth at 25°C",2,1
"Stone.Chamber","Glycerol","Growth at 30°C",2,1
"Stone.Chamber","Glycerol","Growth at 37°C",1,0.8
"Stone.Chamber","Erythritol","Ribitol",2,1
"Stone.Chamber","Erythritol","Galactitol",0,0.918
"Stone.Chamber","Erythritol","D-Mannitol",2,1
"Stone.Chamber","Erythritol","D-Glucitol",2,1
"Stone.Chamber","Erythritol","myo-Inositol",0,0.943
"Stone.Chamber","Erythritol","DL-Lactate",1,0.82
"Stone.Chamber","Erythritol","Succinate",2,1
"Stone.Chamber","Erythritol","Citrate",2,1
"Stone.Chamber","Erythritol","D-Gluconate",2,1
"Stone.Chamber","Erythritol","D-Glucosamine",2,1
"Stone.Chamber","Erythritol","Nitrate",0,0.835
"Stone.Chamber","Erythritol","Vitamin-free",0,0.813
"Stone.Chamber","Erythritol","2-Keto-D-gluconate",2,1
"Stone.Chamber","Erythritol","Starch formation",0,0.844
"Stone.Chamber","Erythritol","Growth at 19°C",2,1
"Stone.Chamber","Erythritol","Growth at 25°C",2,1
"Stone.Chamber","Erythritol","Growth at 30°C",2,1
"Stone.Chamber","Erythritol","Growth at 37°C",1,0.843
"Stone.Chamber","Ribitol","Galactitol",0,0.908
"Stone.Chamber","Ribitol","D-Mannitol",2,1
"Stone.Chamber","Ribitol","D-Glucitol",2,1
"Stone.Chamber","Ribitol","myo-Inositol",0,0.931
"Stone.Chamber","Ribitol","DL-Lactate",1,0.794
"Stone.Chamber","Ribitol","Succinate",2,1
"Stone.Chamber","Ribitol","Citrate",2,1
"Stone.Chamber","Ribitol","D-Gluconate",2,1
"Stone.Chamber","Ribitol","D-Glucosamine",2,1
"Stone.Chamber","Ribitol","Nitrate",0,0.817
"Stone.Chamber","Ribitol","Vitamin-free",0,0.802
"Stone.Chamber","Ribitol","2-Keto-D-gluconate",2,1
"Stone.Chamber","Ribitol","Starch formation",0,0.82
"Stone.Chamber","Ribitol","Growth at 19°C",2,1
"Stone.Chamber","Ribitol","Growth at 25°C",2,1
"Stone.Chamber","Ribitol","Growth at 30°C",2,1
"Stone.Chamber","Ribitol","Growth at 37°C",1,0.811
"Stone.Chamber","Galactitol","D-Mannitol",0,0.907
"Stone.Chamber","Galactitol","D-Glucitol",0,0.908
"Stone.Chamber","Galactitol","Succinate",0,0.907
"Stone.Chamber","Galactitol","Citrate",0,0.913
"Stone.Chamber","Galactitol","D-Gluconate",0,0.916
"Stone.Chamber","Galactitol","D-Glucosamine",0,0.921
"Stone.Chamber","Galactitol","2-Keto-D-gluconate",0,0.922
"Stone.Chamber","Galactitol","Growth at 19°C",0,0.905
"Stone.Chamber","Galactitol","Growth at 25°C",0,0.905
"Stone.Chamber","Galactitol","Growth at 30°C",0,0.906
"Stone.Chamber","D-Mannitol","D-Glucitol",2,1
"Stone.Chamber","D-Mannitol","myo-Inositol",0,0.931
"Stone.Chamber","D-Mannitol","DL-Lactate",1,0.775
"Stone.Chamber","D-Mannitol","Succinate",2,1
"Stone.Chamber","D-Mannitol","Citrate",2,1
"Stone.Chamber","D-Mannitol","D-Gluconate",2,1
"Stone.Chamber","D-Mannitol","D-Glucosamine",2,1
"Stone.Chamber","D-Mannitol","Nitrate",0,0.807
"Stone.Chamber","D-Mannitol","Vitamin-free",0,0.788
"Stone.Chamber","D-Mannitol","2-Keto-D-gluconate",2,1
"Stone.Chamber","D-Mannitol","Starch formation",0,0.816
"Stone.Chamber","D-Mannitol","Growth at 19°C",2,1
"Stone.Chamber","D-Mannitol","Growth at 25°C",2,1
"Stone.Chamber","D-Mannitol","Growth at 30°C",2,1
"Stone.Chamber","D-Mannitol","Growth at 37°C",1,0.803
"Stone.Chamber","D-Glucitol","myo-Inositol",0,0.929
"Stone.Chamber","D-Glucitol","DL-Lactate",1,0.778
"Stone.Chamber","D-Glucitol","Succinate",2,1
"Stone.Chamber","D-Glucitol","Citrate",2,1
"Stone.Chamber","D-Glucitol","D-Gluconate",2,1
"Stone.Chamber","D-Glucitol","D-Glucosamine",2,1
"Stone.Chamber","D-Glucitol","Nitrate",0,0.808
"Stone.Chamber","D-Glucitol","Vitamin-free",0,0.79
"Stone.Chamber","D-Glucitol","2-Keto-D-gluconate",2,1
"Stone.Chamber","D-Glucitol","Starch formation",0,0.816
"Stone.Chamber","D-Glucitol","Growth at 19°C",2,1
"Stone.Chamber","D-Glucitol","Growth at 25°C",2,1
"Stone.Chamber","D-Glucitol","Growth at 30°C",2,1
"Stone.Chamber","D-Glucitol","Growth at 37°C",1,0.805
"Stone.Chamber","myo-Inositol","Succinate",0,0.929
"Stone.Chamber","myo-Inositol","Citrate",0,0.93
"Stone.Chamber","myo-Inositol","D-Gluconate",0,0.931
"Stone.Chamber","myo-Inositol","D-Glucosamine",0,0.932
"Stone.Chamber","myo-Inositol","2-Keto-D-gluconate",0,0.935
"Stone.Chamber","myo-Inositol","Growth at 19°C",0,0.928
"Stone.Chamber","myo-Inositol","Growth at 25°C",0,0.929
"Stone.Chamber","myo-Inositol","Growth at 30°C",0,0.929
"Stone.Chamber","DL-Lactate","Succinate",1,0.779
"Stone.Chamber","DL-Lactate","Citrate",1,0.794
"Stone.Chamber","DL-Lactate","D-Gluconate",1,0.787
"Stone.Chamber","DL-Lactate","D-Glucosamine",1,0.809
"Stone.Chamber","DL-Lactate","2-Keto-D-gluconate",1,0.806
"Stone.Chamber","DL-Lactate","Growth at 19°C",1,0.767
"Stone.Chamber","DL-Lactate","Growth at 25°C",1,0.77
"Stone.Chamber","DL-Lactate","Growth at 30°C",1,0.769
"Stone.Chamber","Succinate","Citrate",2,1
"Stone.Chamber","Succinate","D-Gluconate",2,1
"Stone.Chamber","Succinate","D-Glucosamine",2,1
"Stone.Chamber","Succinate","Nitrate",0,0.81
"Stone.Chamber","Succinate","Vitamin-free",0,0.791
"Stone.Chamber","Succinate","2-Keto-D-gluconate",2,1
"Stone.Chamber","Succinate","Starch formation",0,0.812
"Stone.Chamber","Succinate","Growth at 19°C",2,1
"Stone.Chamber","Succinate","Growth at 25°C",2,1
"Stone.Chamber","Succinate","Growth at 30°C",2,1
"Stone.Chamber","Succinate","Growth at 37°C",1,0.802
"Stone.Chamber","Citrate","D-Gluconate",2,1
"Stone.Chamber","Citrate","D-Glucosamine",2,1
"Stone.Chamber","Citrate","Nitrate",0,0.817
"Stone.Chamber","Citrate","Vitamin-free",0,0.804
"Stone.Chamber","Citrate","2-Keto-D-gluconate",2,1
"Stone.Chamber","Citrate","Starch formation",0,0.826
"Stone.Chamber","Citrate","Growth at 19°C",2,1
"Stone.Chamber","Citrate","Growth at 25°C",2,1
"Stone.Chamber","Citrate","Growth at 30°C",2,1
"Stone.Chamber","Citrate","Growth at 37°C",1,0.82
"Stone.Chamber","D-Gluconate","D-Glucosamine",2,1
"Stone.Chamber","D-Gluconate","Nitrate",0,0.81
"Stone.Chamber","D-Gluconate","Vitamin-free",0,0.799
"Stone.Chamber","D-Gluconate","2-Keto-D-gluconate",2,1
"Stone.Chamber","D-Gluconate","Starch formation",0,0.822
"Stone.Chamber","D-Gluconate","Growth at 19°C",2,1
"Stone.Chamber","D-Gluconate","Growth at 25°C",2,1
"Stone.Chamber","D-Gluconate","Growth at 30°C",2,1
"Stone.Chamber","D-Gluconate","Growth at 37°C",1,0.816
"Stone.Chamber","D-Glucosamine","Nitrate",0,0.833
"Stone.Chamber","D-Glucosamine","Vitamin-free",0,0.806
"Stone.Chamber","D-Glucosamine","2-Keto-D-gluconate",2,1
"Stone.Chamber","D-Glucosamine","Starch formation",0,0.835
"Stone.Chamber","D-Glucosamine","Growth at 19°C",2,1
"Stone.Chamber","D-Glucosamine","Growth at 25°C",2,1
"Stone.Chamber","D-Glucosamine","Growth at 30°C",2,1
"Stone.Chamber","D-Glucosamine","Growth at 37°C",1,0.843
"Stone.Chamber","Nitrate","2-Keto-D-gluconate",0,0.824
"Stone.Chamber","Nitrate","Growth at 19°C",0,0.803
"Stone.Chamber","Nitrate","Growth at 25°C",0,0.803
"Stone.Chamber","Nitrate","Growth at 30°C",0,0.808
"Stone.Chamber","Vitamin-free","2-Keto-D-gluconate",0,0.806
"Stone.Chamber","Vitamin-free","Growth at 19°C",0,0.785
"Stone.Chamber","Vitamin-free","Growth at 25°C",0,0.786
"Stone.Chamber","Vitamin-free","Growth at 30°C",0,0.791
"Stone.Chamber","2-Keto-D-gluconate","Starch formation",0,0.829
"Stone.Chamber","2-Keto-D-gluconate","Growth at 19°C",2,1
"Stone.Chamber","2-Keto-D-gluconate","Growth at 25°C",2,1
"Stone.Chamber","2-Keto-D-gluconate","Growth at 30°C",2,1
"Stone.Chamber","2-Keto-D-gluconate","Growth at 37°C",1,0.828
"Stone.Chamber","Starch formation","Growth at 19°C",0,0.811
"Stone.Chamber","Starch formation","Growth at 25°C",0,0.811
"Stone.Chamber","Starch formation","Growth at 30°C",0,0.816
"Stone.Chamber","Growth at 19°C","Growth at 25°C",2,1
"Stone.Chamber","Growth at 19°C","Growth at 30°C",2,1
"Stone.Chamber","Growth at 19°C","Growth at 37°C",1,0.796
"Stone.Chamber","Growth at 25°C","Growth at 30°C",2,1
"Stone.Chamber","Growth at 25°C","Growth at 37°C",1,0.799
"Stone.Chamber","Growth at 30°C","Growth at 37°C",1,0.801
"Lichen","Glucose_F","Glucose",2,0.474
"Lichen","Glucose_F","Ethanol",2,0.516
"Lichen","Glucose_F","Glycerol",2,0.495
"Lichen","Glucose_F","Ribitol",2,0.597
"Lichen","Glucose_F","D-Glucitol",2,0.518
"Lichen","Glucose_F","Succinate",2,0.52
"Lichen","Glucose_F","Growth at 19°C",2,0.477
"Lichen","Glucose_F","Growth at 25°C",2,0.476
"Lichen","Glucose_F","Growth at 30°C",2,0.507
"Lichen","Galactose_F","Glucose",1,0.672
"Lichen","Galactose_F","Ethanol",1,0.695
"Lichen","Galactose_F","Glycerol",1,0.683
"Lichen","Galactose_F","Ribitol",1,0.728
"Lichen","Galactose_F","D-Glucitol",1,0.691
"Lichen","Galactose_F","Succinate",1,0.696
"Lichen","Galactose_F","Growth at 19°C",1,0.674
"Lichen","Galactose_F","Growth at 25°C",1,0.673
"Lichen","Galactose_F","Growth at 30°C",1,0.686
"Lichen","Sucrose_F","Glucose",0,0.655
"Lichen","Sucrose_F","Ethanol",0,0.666
"Lichen","Sucrose_F","Glycerol",0,0.663
"Lichen","Sucrose_F","Ribitol",0,0.696
"Lichen","Sucrose_F","D-Glucitol",0,0.667
"Lichen","Sucrose_F","Succinate",0,0.67
"Lichen","Sucrose_F","Growth at 19°C",0,0.657
"Lichen","Sucrose_F","Growth at 25°C",0,0.655
"Lichen","Sucrose_F","Growth at 30°C",0,0.661
"Lichen","Maltose_F","Glucose",0,0.724
"Lichen","Maltose_F","Ethanol",0,0.741
"Lichen","Maltose_F","Glycerol",0,0.731
"Lichen","Maltose_F","Ribitol",0,0.753
"Lichen","Maltose_F","D-Glucitol",0,0.732
"Lichen","Maltose_F","Succinate",0,0.74
"Lichen","Maltose_F","Growth at 19°C",0,0.726
"Lichen","Maltose_F","Growth at 25°C",0,0.724
"Lichen","Maltose_F","Growth at 30°C",0,0.73
"Lichen","Lactose_F","Glucose",0,0.947
"Lichen","Lactose_F","Ethanol",0,0.947
"Lichen","Lactose_F","Glycerol",0,0.947
"Lichen","Lactose_F","Ribitol",0,0.958
"Lichen","Lactose_F","D-Glucitol",0,0.949
"Lichen","Lactose_F","Succinate",0,0.949
"Lichen","Lactose_F","Growth at 19°C",0,0.947
"Lichen","Lactose_F","Growth at 25°C",0,0.947
"Lichen","Lactose_F","Growth at 30°C",0,0.951
"Lichen","Raffinose_F","Glucose",0,0.745
"Lichen","Raffinose_F","Ethanol",0,0.75
"Lichen","Raffinose_F","Glycerol",0,0.752
"Lichen","Raffinose_F","Ribitol",0,0.78
"Lichen","Raffinose_F","D-Glucitol",0,0.758
"Lichen","Raffinose_F","Succinate",0,0.755
"Lichen","Raffinose_F","Growth at 19°C",0,0.745
"Lichen","Raffinose_F","Growth at 25°C",0,0.745
"Lichen","Raffinose_F","Growth at 30°C",0,0.755
"Lichen","Trehalose_F","Glucose",1,0.724
"Lichen","Trehalose_F","Ethanol",1,0.741
"Lichen","Trehalose_F","Glycerol",1,0.733
"Lichen","Trehalose_F","Ribitol",1,0.768
"Lichen","Trehalose_F","D-Glucitol",1,0.742
"Lichen","Trehalose_F","Succinate",1,0.738
"Lichen","Trehalose_F","Growth at 19°C",1,0.726
"Lichen","Trehalose_F","Growth at 25°C",1,0.725
"Lichen","Trehalose_F","Growth at 30°C",1,0.738
"Lichen","Glucose","Inulin",0,0.803
"Lichen","Glucose","Sucrose",2,0.531
"Lichen","Glucose","Raffinose",0,0.608
"Lichen","Glucose","Melibiose",1,0.888
"Lichen","Glucose","Galactose",4,0.796
"Lichen","Glucose","Lactose",2,0.953
"Lichen","Glucose","Trehalose",4,0.871
"Lichen","Glucose","Maltose",3,0.794
"Lichen","Glucose","Melezitose",3,0.864
"Lichen","Glucose","Methyl-?-D-glucoside",3,0.854
"Lichen","Glucose","Soluble Starch",2,0.9
"Lichen","Glucose","Cellobiose",3,0.74
"Lichen","Glucose","Salicin",2,0.627
"Lichen","Glucose","L-Sorbose",4,0.857
"Lichen","Glucose","L-Rhamnose",3,0.958
"Lichen","Glucose","D-Xylose",4,0.886
"Lichen","Glucose","L-Arabinose",4,0.974
"Lichen","Glucose","D-Arabinose",3,0.922
"Lichen","Glucose","D-Ribose",3,0.852
"Lichen","Glucose","Methanol",1,0.921
"Lichen","Glucose","Ethanol",5,1
"Lichen","Glucose","Glycerol",5,1
"Lichen","Glucose","Erythritol",2,0.896
"Lichen","Glucose","Ribitol",5,1
"Lichen","Glucose","Galactitol",3,0.969
"Lichen","Glucose","D-Mannitol",4,0.763
"Lichen","Glucose","D-Glucitol",5,1
"Lichen","Glucose","myo-Inositol",0,0.89
"Lichen","Glucose","DL-Lactate",0,0.35
"Lichen","Glucose","Succinate",5,1
"Lichen","Glucose","Citrate",3,0.67
"Lichen","Glucose","D-Gluconate",4,0.903
"Lichen","Glucose","D-Glucosamine",2,0.816
"Lichen","Glucose","Nitrate",1,0.824
"Lichen","Glucose","Vitamin-free",0,0.669
"Lichen","Glucose","2-Keto-D-gluconate",4,0.957
"Lichen","Glucose","Starch formation",1,0.849
"Lichen","Glucose","Growth at 19°C",5,1
"Lichen","Glucose","Growth at 25°C",5,1
"Lichen","Glucose","Growth at 30°C",5,1
"Lichen","Glucose","Growth at 37°C",1,0.564
"Lichen","Inulin","Ethanol",0,0.809
"Lichen","Inulin","Glycerol",0,0.811
"Lichen","Inulin","Ribitol",0,0.832
"Lichen","Inulin","D-Glucitol",0,0.808
"Lichen","Inulin","Succinate",0,0.811
"Lichen","Inulin","Growth at 19°C",0,0.803
"Lichen","Inulin","Growth at 25°C",0,0.803
"Lichen","Inulin","Growth at 30°C",0,0.807
"Lichen","Sucrose","Ethanol",2,0.58
"Lichen","Sucrose","Glycerol",2,0.558
"Lichen","Sucrose","Ribitol",2,0.642
"Lichen","Sucrose","D-Glucitol",2,0.56
"Lichen","Sucrose","Succinate",2,0.574
"Lichen","Sucrose","Growth at 19°C",2,0.536
"Lichen","Sucrose","Growth at 25°C",2,0.533
"Lichen","Sucrose","Growth at 30°C",2,0.564
"Lichen","Raffinose","Ethanol",0,0.626
"Lichen","Raffinose","Glycerol",0,0.617
"Lichen","Raffinose","Ribitol",0,0.645
"Lichen","Raffinose","D-Glucitol",0,0.625
"Lichen","Raffinose","Succinate",0,0.621
"Lichen","Raffinose","Growth at 19°C",0,0.61
"Lichen","Raffinose","Growth at 25°C",0,0.608
"Lichen","Raffinose","Growth at 30°C",0,0.621
"Lichen","Melibiose","Ethanol",1,0.899
"Lichen","Melibiose","Glycerol",1,0.895
"Lichen","Melibiose","Ribitol",1,0.911
"Lichen","Melibiose","D-Glucitol",1,0.894
"Lichen","Melibiose","Succinate",1,0.902
"Lichen","Melibiose","Growth at 19°C",1,0.889
"Lichen","Melibiose","Growth at 25°C",1,0.888
"Lichen","Melibiose","Growth at 30°C",1,0.891
"Lichen","Galactose","Ethanol",4,0.825
"Lichen","Galactose","Glycerol",4,0.818
"Lichen","Galactose","Ribitol",4,0.882
"Lichen","Galactose","D-Glucitol",4,0.837
"Lichen","Galactose","Succinate",4,0.827
"Lichen","Galactose","Growth at 19°C",4,0.799
"Lichen","Galactose","Growth at 25°C",4,0.796
"Lichen","Galactose","Growth at 30°C",4,0.825
"Lichen","Lactose","Ethanol",2,0.954
"Lichen","Lactose","Glycerol",2,0.954
"Lichen","Lactose","Ribitol",2,0.964
"Lichen","Lactose","D-Glucitol",2,0.957
"Lichen","Lactose","Succinate",2,0.962
"Lichen","Lactose","Growth at 19°C",2,0.954
"Lichen","Lactose","Growth at 25°C",2,0.954
"Lichen","Lactose","Growth at 30°C",2,0.955
"Lichen","Trehalose","Ethanol",4,0.893
"Lichen","Trehalose","Glycerol",4,0.891
"Lichen","Trehalose","Ribitol",4,0.934
"Lichen","Trehalose","D-Glucitol",4,0.902
"Lichen","Trehalose","Succinate",4,0.89
"Lichen","Trehalose","Growth at 19°C",4,0.872
"Lichen","Trehalose","Growth at 25°C",4,0.875
"Lichen","Trehalose","Growth at 30°C",4,0.888
"Lichen","Maltose","Ethanol",3,0.815
"Lichen","Maltose","Glycerol",3,0.818
"Lichen","Maltose","Ribitol",3,0.855
"Lichen","Maltose","D-Glucitol",3,0.821
"Lichen","Maltose","Succinate",3,0.823
"Lichen","Maltose","Growth at 19°C",3,0.795
"Lichen","Maltose","Growth at 25°C",3,0.797
"Lichen","Maltose","Growth at 30°C",3,0.817
"Lichen","Melezitose","Ethanol",3,0.883
"Lichen","Melezitose","Glycerol",3,0.875
"Lichen","Melezitose","Ribitol",3,0.909
"Lichen","Melezitose","D-Glucitol",3,0.886
"Lichen","Melezitose","Succinate",3,0.882
"Lichen","Melezitose","Growth at 19°C",3,0.865
"Lichen","Melezitose","Growth at 25°C",3,0.866
"Lichen","Melezitose","Growth at 30°C",3,0.876
"Lichen","Methyl-?-D-glucoside","Ethanol",3,0.875
"Lichen","Methyl-?-D-glucoside","Glycerol",3,0.873
"Lichen","Methyl-?-D-glucoside","Ribitol",3,0.908
"Lichen","Methyl-?-D-glucoside","D-Glucitol",3,0.875
"Lichen","Methyl-?-D-glucoside","Succinate",3,0.872
"Lichen","Methyl-?-D-glucoside","Growth at 19°C",3,0.855
"Lichen","Methyl-?-D-glucoside","Growth at 25°C",3,0.855
"Lichen","Methyl-?-D-glucoside","Growth at 30°C",3,0.867
"Lichen","Soluble Starch","Ethanol",2,0.904
"Lichen","Soluble Starch","Glycerol",2,0.907
"Lichen","Soluble Starch","Ribitol",2,0.929
"Lichen","Soluble Starch","D-Glucitol",2,0.908
"Lichen","Soluble Starch","Succinate",2,0.911
"Lichen","Soluble Starch","Growth at 19°C",2,0.901
"Lichen","Soluble Starch","Growth at 25°C",2,0.9
"Lichen","Soluble Starch","Growth at 30°C",2,0.909
"Lichen","Cellobiose","Ethanol",3,0.772
"Lichen","Cellobiose","Glycerol",3,0.765
"Lichen","Cellobiose","Ribitol",3,0.829
"Lichen","Cellobiose","D-Glucitol",3,0.779
"Lichen","Cellobiose","Succinate",3,0.776
"Lichen","Cellobiose","Growth at 19°C",3,0.742
"Lichen","Cellobiose","Growth at 25°C",3,0.74
"Lichen","Cellobiose","Growth at 30°C",3,0.777
"Lichen","Salicin","Ethanol",2,0.658
"Lichen","Salicin","Glycerol",2,0.646
"Lichen","Salicin","Ribitol",2,0.716
"Lichen","Salicin","D-Glucitol",2,0.655
"Lichen","Salicin","Succinate",2,0.652
"Lichen","Salicin","Growth at 19°C",2,0.631
"Lichen","Salicin","Growth at 25°C",2,0.628
"Lichen","Salicin","Growth at 30°C",2,0.654
"Lichen","L-Sorbose","Ethanol",4,0.88
"Lichen","L-Sorbose","Glycerol",4,0.871
"Lichen","L-Sorbose","Ribitol",4,0.916
"Lichen","L-Sorbose","D-Glucitol",4,0.88
"Lichen","L-Sorbose","Succinate",4,0.883
"Lichen","L-Sorbose","Growth at 19°C",4,0.858
"Lichen","L-Sorbose","Growth at 25°C",4,0.857
"Lichen","L-Sorbose","Growth at 30°C",4,0.878
"Lichen","L-Rhamnose","Ethanol",3,0.965
"Lichen","L-Rhamnose","Glycerol",3,0.96
"Lichen","L-Rhamnose","Ribitol",3,0.976
"Lichen","L-Rhamnose","D-Glucitol",3,0.967
"Lichen","L-Rhamnose","Succinate",3,0.96
"Lichen","L-Rhamnose","Growth at 19°C",3,0.958
"Lichen","L-Rhamnose","Growth at 25°C",3,0.958
"Lichen","L-Rhamnose","Growth at 30°C",3,0.963
"Lichen","D-Xylose","Ethanol",4,0.914
"Lichen","D-Xylose","Glycerol",4,0.909
"Lichen","D-Xylose","Ribitol",4,0.942
"Lichen","D-Xylose","D-Glucitol",4,0.91
"Lichen","D-Xylose","Succinate",4,0.896
"Lichen","D-Xylose","Growth at 19°C",4,0.887
"Lichen","D-Xylose","Growth at 25°C",4,0.889
"Lichen","D-Xylose","Growth at 30°C",4,0.902
"Lichen","L-Arabinose","Ethanol",4,0.978
"Lichen","L-Arabinose","Glycerol",4,0.978
"Lichen","L-Arabinose","Ribitol",4,0.983
"Lichen","L-Arabinose","D-Glucitol",4,0.977
"Lichen","L-Arabinose","Succinate",4,0.979
"Lichen","L-Arabinose","Growth at 19°C",4,0.974
"Lichen","L-Arabinose","Growth at 25°C",4,0.974
"Lichen","L-Arabinose","Growth at 30°C",4,0.979
"Lichen","D-Arabinose","Ethanol",3,0.932
"Lichen","D-Arabinose","Glycerol",3,0.925
"Lichen","D-Arabinose","Ribitol",3,0.947
"Lichen","D-Arabinose","D-Glucitol",3,0.935
"Lichen","D-Arabinose","Succinate",3,0.935
"Lichen","D-Arabinose","Growth at 19°C",3,0.926
"Lichen","D-Arabinose","Growth at 25°C",3,0.922
"Lichen","D-Arabinose","Growth at 30°C",3,0.937
"Lichen","D-Ribose","Ethanol",3,0.875
"Lichen","D-Ribose","Glycerol",3,0.869
"Lichen","D-Ribose","Ribitol",3,0.909
"Lichen","D-Ribose","D-Glucitol",3,0.876
"Lichen","D-Ribose","Succinate",3,0.885
"Lichen","D-Ribose","Growth at 19°C",3,0.855
"Lichen","D-Ribose","Growth at 25°C",3,0.854
"Lichen","D-Ribose","Growth at 30°C",3,0.869
"Lichen","Methanol","Ethanol",1,0.928
"Lichen","Methanol","Glycerol",1,0.925
"Lichen","Methanol","Ribitol",1,0.936
"Lichen","Methanol","D-Glucitol",1,0.926
"Lichen","Methanol","Succinate",1,0.923
"Lichen","Methanol","Growth at 19°C",1,0.921
"Lichen","Methanol","Growth at 25°C",1,0.921
"Lichen","Methanol","Growth at 30°C",1,0.928
"Lichen","Ethanol","Glycerol",5,1
"Lichen","Ethanol","Erythritol",2,0.908
"Lichen","Ethanol","Ribitol",5,1
"Lichen","Ethanol","Galactitol",3,0.971
"Lichen","Ethanol","D-Mannitol",4,0.799
"Lichen","Ethanol","D-Glucitol",5,1
"Lichen","Ethanol","myo-Inositol",0,0.894
"Lichen","Ethanol","DL-Lactate",0,0.363
"Lichen","Ethanol","Succinate",5,1
"Lichen","Ethanol","Citrate",3,0.719
"Lichen","Ethanol","D-Gluconate",4,0.925
"Lichen","Ethanol","D-Glucosamine",2,0.832
"Lichen","Ethanol","Nitrate",1,0.839
"Lichen","Ethanol","Vitamin-free",0,0.684
"Lichen","Ethanol","2-Keto-D-gluconate",4,0.969
"Lichen","Ethanol","Starch formation",1,0.861
"Lichen","Ethanol","Growth at 19°C",5,1
"Lichen","Ethanol","Growth at 25°C",5,1
"Lichen","Ethanol","Growth at 30°C",5,1
"Lichen","Ethanol","Growth at 37°C",1,0.588
"Lichen","Glycerol","Erythritol",2,0.903
"Lichen","Glycerol","Ribitol",5,1
"Lichen","Glycerol","Galactitol",3,0.973
"Lichen","Glycerol","D-Mannitol",4,0.794
"Lichen","Glycerol","D-Glucitol",5,1
"Lichen","Glycerol","myo-Inositol",0,0.894
"Lichen","Glycerol","DL-Lactate",0,0.36
"Lichen","Glycerol","Succinate",5,1
"Lichen","Glycerol","Citrate",3,0.699
"Lichen","Glycerol","D-Gluconate",4,0.911
"Lichen","Glycerol","D-Glucosamine",2,0.822
"Lichen","Glycerol","Nitrate",1,0.834
"Lichen","Glycerol","Vitamin-free",0,0.682
"Lichen","Glycerol","2-Keto-D-gluconate",4,0.961
"Lichen","Glycerol","Starch formation",1,0.862
"Lichen","Glycerol","Growth at 19°C",5,1
"Lichen","Glycerol","Growth at 25°C",5,1
"Lichen","Glycerol","Growth at 30°C",5,1
"Lichen","Glycerol","Growth at 37°C",1,0.579
"Lichen","Erythritol","Ribitol",2,0.922
"Lichen","Erythritol","D-Glucitol",2,0.903
"Lichen","Erythritol","Succinate",2,0.91
"Lichen","Erythritol","Growth at 19°C",2,0.898
"Lichen","Erythritol","Growth at 25°C",2,0.899
"Lichen","Erythritol","Growth at 30°C",2,0.901
"Lichen","Ribitol","Galactitol",3,0.983
"Lichen","Ribitol","D-Mannitol",4,0.867
"Lichen","Ribitol","D-Glucitol",5,1
"Lichen","Ribitol","myo-Inositol",0,0.9
"Lichen","Ribitol","DL-Lactate",0,0.41
"Lichen","Ribitol","Succinate",5,1
"Lichen","Ribitol","Citrate",3,0.781
"Lichen","Ribitol","D-Gluconate",4,0.957
"Lichen","Ribitol","D-Glucosamine",2,0.869
"Lichen","Ribitol","Nitrate",1,0.863
"Lichen","Ribitol","Vitamin-free",0,0.711
"Lichen","Ribitol","2-Keto-D-gluconate",4,0.974
"Lichen","Ribitol","Starch formation",1,0.876
"Lichen","Ribitol","Growth at 19°C",5,1
"Lichen","Ribitol","Growth at 25°C",5,1
"Lichen","Ribitol","Growth at 30°C",5,1
"Lichen","Ribitol","Growth at 37°C",1,0.642
"Lichen","Galactitol","D-Glucitol",3,0.973
"Lichen","Galactitol","Succinate",3,0.973
"Lichen","Galactitol","Growth at 19°C",3,0.971
"Lichen","Galactitol","Growth at 25°C",3,0.97
"Lichen","Galactitol","Growth at 30°C",3,0.976
"Lichen","D-Mannitol","D-Glucitol",4,0.807
"Lichen","D-Mannitol","Succinate",4,0.812
"Lichen","D-Mannitol","Growth at 19°C",4,0.767
"Lichen","D-Mannitol","Growth at 25°C",4,0.765
"Lichen","D-Mannitol","Growth at 30°C",4,0.802
"Lichen","D-Glucitol","myo-Inositol",0,0.899
"Lichen","D-Glucitol","DL-Lactate",0,0.369
"Lichen","D-Glucitol","Succinate",5,1
"Lichen","D-Glucitol","Citrate",3,0.708
"Lichen","D-Glucitol","D-Gluconate",4,0.923
"Lichen","D-Glucitol","D-Glucosamine",2,0.832
"Lichen","D-Glucitol","Nitrate",1,0.83
"Lichen","D-Glucitol","Vitamin-free",0,0.677
"Lichen","D-Glucitol","2-Keto-D-gluconate",4,0.968
"Lichen","D-Glucitol","Starch formation",1,0.862
"Lichen","D-Glucitol","Growth at 19°C",5,1
"Lichen","D-Glucitol","Growth at 25°C",5,1
"Lichen","D-Glucitol","Growth at 30°C",5,1
"Lichen","D-Glucitol","Growth at 37°C",1,0.58
"Lichen","myo-Inositol","Succinate",0,0.896
"Lichen","myo-Inositol","Growth at 19°C",0,0.891
"Lichen","myo-Inositol","Growth at 25°C",0,0.89
"Lichen","myo-Inositol","Growth at 30°C",0,0.902
"Lichen","DL-Lactate","Succinate",0,0.367
