"Isolation","Trait_A","Trait_B","Observed_PN","Percent_PN"
"Cactus","Glycerol","Nitrate",40,0.903
"Cactus","Glycerol","Vitamin-free",41,0.951
"Cactus","Glycerol","2-Keto-D-gluconate",25,0.619
"Cactus","Glycerol","Starch formation",39,0.761
"Cactus","Glycerol","Growth at 19°C",0,0.892
"Cactus","Glycerol","Growth at 25°C",0,0.858
"Cactus","Glycerol","Growth at 30°C",0,0.13
"Cactus","Glycerol","Growth at 37°C",6,0.001
"Cactus","Erythritol","Ribitol",0,0.372
"Cactus","Erythritol","Galactitol",2,0.183
"Cactus","Erythritol","D-Mannitol",0,0.563
"Cactus","Erythritol","D-Glucitol",0,0.507
"Cactus","Erythritol","myo-Inositol",3,0.183
"Cactus","Erythritol","DL-Lactate",4,0.782
"Cactus","Erythritol","Succinate",1,0.859
"Cactus","Erythritol","Citrate",2,0.705
"Cactus","Erythritol","D-Gluconate",1,0.444
"Cactus","Erythritol","D-Glucosamine",2,0.427
"Cactus","Erythritol","Nitrate",3,0.268
"Cactus","Erythritol","Vitamin-free",4,0.386
"Cactus","Erythritol","2-Keto-D-gluconate",2,0.537
"Cactus","Erythritol","Starch formation",4,0.366
"Cactus","Erythritol","Growth at 19°C",0,0.992
"Cactus","Erythritol","Growth at 25°C",0,0.983
"Cactus","Erythritol","Growth at 30°C",0,0.818
"Cactus","Erythritol","Growth at 37°C",1,0.438
"Cactus","Ribitol","Galactitol",19,0.559
"Cactus","Ribitol","D-Mannitol",1,0.267
"Cactus","Ribitol","D-Glucitol",1,0.191
"Cactus","Ribitol","myo-Inositol",20,0.51
"Cactus","Ribitol","DL-Lactate",10,0.608
"Cactus","Ribitol","Succinate",1,0.509
"Cactus","Ribitol","Citrate",5,0.436
"Cactus","Ribitol","D-Gluconate",8,0.525
"Cactus","Ribitol","D-Glucosamine",11,0.529
"Cactus","Ribitol","Nitrate",20,0.701
"Cactus","Ribitol","Vitamin-free",20,0.76
"Cactus","Ribitol","2-Keto-D-gluconate",7,0.303
"Cactus","Ribitol","Starch formation",20,0.646
"Cactus","Ribitol","Growth at 19°C",0,0.956
"Cactus","Ribitol","Growth at 25°C",0,0.943
"Cactus","Ribitol","Growth at 30°C",0,0.491
"Cactus","Ribitol","Growth at 37°C",3,0.108
"Cactus","Galactitol","D-Mannitol",0,0.778
"Cactus","Galactitol","D-Glucitol",0,0.764
"Cactus","Galactitol","myo-Inositol",2,0.519
"Cactus","Galactitol","DL-Lactate",2,0.823
"Cactus","Galactitol","Succinate",0,0.895
"Cactus","Galactitol","Citrate",0,0.669
"Cactus","Galactitol","D-Gluconate",0,0.6
"Cactus","Galactitol","D-Glucosamine",1,0.646
"Cactus","Galactitol","Nitrate",2,0.553
"Cactus","Galactitol","Vitamin-free",3,0.696
"Cactus","Galactitol","2-Keto-D-gluconate",1,0.707
"Cactus","Galactitol","Starch formation",3,0.647
"Cactus","Galactitol","Growth at 19°C",0,0.997
"Cactus","Galactitol","Growth at 25°C",0,0.99
"Cactus","Galactitol","Growth at 30°C",0,0.927
"Cactus","Galactitol","Growth at 37°C",0,0.632
"Cactus","D-Mannitol","D-Glucitol",4,0.174
"Cactus","D-Mannitol","myo-Inositol",27,0.347
"Cactus","D-Mannitol","DL-Lactate",9,0.146
"Cactus","D-Mannitol","Succinate",1,0.302
"Cactus","D-Mannitol","Citrate",10,0.467
"Cactus","D-Mannitol","D-Gluconate",11,0.308
"Cactus","D-Mannitol","D-Glucosamine",18,0.517
"Cactus","D-Mannitol","Nitrate",26,0.511
"Cactus","D-Mannitol","Vitamin-free",27,0.655
"Cactus","D-Mannitol","2-Keto-D-gluconate",12,0.207
"Cactus","D-Mannitol","Starch formation",28,0.671
"Cactus","D-Mannitol","Growth at 19°C",0,0.923
"Cactus","D-Mannitol","Growth at 25°C",0,0.918
"Cactus","D-Mannitol","Growth at 30°C",0,0.303
"Cactus","D-Mannitol","Growth at 37°C",5,0.035
"Cactus","D-Glucitol","myo-Inositol",24,0.318
"Cactus","D-Glucitol","DL-Lactate",10,0.3
"Cactus","D-Glucitol","Succinate",2,0.499
"Cactus","D-Glucitol","Citrate",9,0.509
"Cactus","D-Glucitol","D-Gluconate",10,0.352
"Cactus","D-Glucitol","D-Glucosamine",15,0.459
"Cactus","D-Glucitol","Nitrate",23,0.465
"Cactus","D-Glucitol","Vitamin-free",24,0.607
"Cactus","D-Glucitol","2-Keto-D-gluconate",10,0.21
"Cactus","D-Glucitol","Starch formation",25,0.632
"Cactus","D-Glucitol","Growth at 19°C",0,0.942
"Cactus","D-Glucitol","Growth at 25°C",0,0.917
"Cactus","D-Glucitol","Growth at 30°C",0,0.356
"Cactus","D-Glucitol","Growth at 37°C",5,0.067
"Cactus","myo-Inositol","DL-Lactate",1,0.817
"Cactus","myo-Inositol","Succinate",1,0.972
"Cactus","myo-Inositol","Citrate",1,0.882
"Cactus","myo-Inositol","D-Gluconate",1,0.849
"Cactus","myo-Inositol","D-Glucosamine",1,0.765
"Cactus","myo-Inositol","Nitrate",2,0.677
"Cactus","myo-Inositol","Vitamin-free",2,0.697
"Cactus","myo-Inositol","2-Keto-D-gluconate",1,0.817
"Cactus","myo-Inositol","Starch formation",2,0.681
"Cactus","myo-Inositol","Growth at 19°C",0,0.998
"Cactus","myo-Inositol","Growth at 25°C",0,0.996
"Cactus","myo-Inositol","Growth at 30°C",0,0.931
"Cactus","myo-Inositol","Growth at 37°C",0,0.616
"Cactus","DL-Lactate","Succinate",0,0.196
"Cactus","DL-Lactate","Citrate",10,0.701
"Cactus","DL-Lactate","D-Gluconate",18,0.969
"Cactus","DL-Lactate","D-Glucosamine",18,0.844
"Cactus","DL-Lactate","Nitrate",31,0.992
"Cactus","DL-Lactate","Vitamin-free",30,0.994
"Cactus","DL-Lactate","2-Keto-D-gluconate",20,0.966
"Cactus","DL-Lactate","Starch formation",30,0.987
"Cactus","DL-Lactate","Growth at 19°C",0,0.928
"Cactus","DL-Lactate","Growth at 25°C",0,0.908
"Cactus","DL-Lactate","Growth at 30°C",0,0.28
"Cactus","DL-Lactate","Growth at 37°C",4,0.028
"Cactus","Succinate","Citrate",13,0.303
"Cactus","Succinate","D-Gluconate",23,0.749
"Cactus","Succinate","D-Glucosamine",25,0.505
"Cactus","Succinate","Nitrate",40,0.938
"Cactus","Succinate","Vitamin-free",41,0.975
"Cactus","Succinate","2-Keto-D-gluconate",24,0.612
"Cactus","Succinate","Starch formation",39,0.83
"Cactus","Succinate","Growth at 19°C",0,0.892
"Cactus","Succinate","Growth at 25°C",0,0.856
"Cactus","Succinate","Growth at 30°C",0,0.138
"Cactus","Succinate","Growth at 37°C",6,0.004
"Cactus","Citrate","D-Gluconate",16,0.836
"Cactus","Citrate","D-Glucosamine",14,0.411
"Cactus","Citrate","Nitrate",27,0.849
"Cactus","Citrate","Vitamin-free",28,0.922
"Cactus","Citrate","2-Keto-D-gluconate",16,0.741
"Cactus","Citrate","Starch formation",27,0.835
"Cactus","Citrate","Growth at 19°C",0,0.932
"Cactus","Citrate","Growth at 25°C",0,0.905
"Cactus","Citrate","Growth at 30°C",0,0.311
"Cactus","Citrate","Growth at 37°C",4,0.023
"Cactus","D-Gluconate","D-Glucosamine",12,0.633
"Cactus","D-Gluconate","Nitrate",19,0.686
"Cactus","D-Gluconate","Vitamin-free",19,0.718
"Cactus","D-Gluconate","2-Keto-D-gluconate",4,0.101
"Cactus","D-Gluconate","Starch formation",20,0.743
"Cactus","D-Gluconate","Growth at 19°C",0,0.96
"Cactus","D-Gluconate","Growth at 25°C",0,0.937
"Cactus","D-Gluconate","Growth at 30°C",0,0.467
"Cactus","D-Gluconate","Growth at 37°C",3,0.103
"Cactus","D-Glucosamine","Nitrate",18,0.932
"Cactus","D-Glucosamine","Vitamin-free",16,0.856
"Cactus","D-Glucosamine","2-Keto-D-gluconate",7,0.635
"Cactus","D-Glucosamine","Starch formation",18,0.917
"Cactus","D-Glucosamine","Growth at 19°C",0,0.97
"Cactus","D-Glucosamine","Growth at 25°C",0,0.951
"Cactus","D-Glucosamine","Growth at 30°C",0,0.555
"Cactus","D-Glucosamine","Growth at 37°C",2,0.108
"Cactus","Nitrate","Vitamin-free",3,0.417
"Cactus","Nitrate","2-Keto-D-gluconate",2,0.617
"Cactus","Nitrate","Starch formation",3,0.402
"Cactus","Nitrate","Growth at 19°C",0,0.987
"Cactus","Nitrate","Growth at 25°C",0,0.989
"Cactus","Nitrate","Growth at 30°C",0,0.824
"Cactus","Nitrate","Growth at 37°C",1,0.53
"Cactus","Vitamin-free","2-Keto-D-gluconate",0,0.325
"Cactus","Vitamin-free","Starch formation",2,0.234
"Cactus","Vitamin-free","Growth at 19°C",0,0.989
"Cactus","Vitamin-free","Growth at 25°C",0,0.986
"Cactus","Vitamin-free","Growth at 30°C",0,0.843
"Cactus","Vitamin-free","Growth at 37°C",0,0.406
"Cactus","2-Keto-D-gluconate","Starch formation",19,0.836
"Cactus","2-Keto-D-gluconate","Growth at 19°C",0,0.961
"Cactus","2-Keto-D-gluconate","Growth at 25°C",0,0.938
"Cactus","2-Keto-D-gluconate","Growth at 30°C",0,0.514
"Cactus","2-Keto-D-gluconate","Growth at 37°C",4,0.237
"Cactus","Starch formation","Growth at 19°C",0,0.987
"Cactus","Starch formation","Growth at 25°C",0,0.98
"Cactus","Starch formation","Growth at 30°C",0,0.78
"Cactus","Starch formation","Growth at 37°C",1,0.506
"Cactus","Growth at 19°C","Growth at 25°C",0,0.834
"Cactus","Growth at 19°C","Growth at 30°C",0,0.099
"Cactus","Growth at 19°C","Growth at 37°C",7,0.001
"Cactus","Growth at 25°C","Growth at 30°C",0,0.1
"Cactus","Growth at 25°C","Growth at 37°C",7,0.001
"Cactus","Growth at 30°C","Growth at 37°C",7,0.001
"Ipomoea","Glucose_F","Galactose_F",24,0.926
"Ipomoea","Glucose_F","Sucrose_F",22,0.753
"Ipomoea","Glucose_F","Maltose_F",23,0.697
"Ipomoea","Glucose_F","Lactose_F",25,0.6
"Ipomoea","Glucose_F","Raffinose_F",25,0.756
"Ipomoea","Glucose_F","Trehalose_F",16,0.519
"Ipomoea","Glucose_F","Glucose",0,1
"Ipomoea","Glucose_F","Inulin",26,0.855
"Ipomoea","Glucose_F","Sucrose",4,0.364
"Ipomoea","Glucose_F","Raffinose",24,0.898
"Ipomoea","Glucose_F","Melibiose",29,0.968
"Ipomoea","Glucose_F","Galactose",0,0.094
"Ipomoea","Glucose_F","Lactose",29,0.945
"Ipomoea","Glucose_F","Trehalose",5,0.624
"Ipomoea","Glucose_F","Maltose",5,0.382
"Ipomoea","Glucose_F","Melezitose",7,0.362
"Ipomoea","Glucose_F","Methyl-?-D-glucoside",14,0.727
"Ipomoea","Glucose_F","Soluble Starch",29,0.98
"Ipomoea","Glucose_F","Cellobiose",5,0.472
"Ipomoea","Glucose_F","Salicin",5,0.432
"Ipomoea","Glucose_F","L-Sorbose",0,0.018
"Ipomoea","Glucose_F","L-Rhamnose",28,0.966
"Ipomoea","Glucose_F","D-Xylose",6,0.702
"Ipomoea","Glucose_F","L-Arabinose",29,0.995
"Ipomoea","Glucose_F","D-Arabinose",26,0.975
"Ipomoea","Glucose_F","D-Ribose",20,0.864
"Ipomoea","Glucose_F","Methanol",29,0.952
"Ipomoea","Glucose_F","Ethanol",5,0.85
"Ipomoea","Glucose_F","Glycerol",2,0.782
"Ipomoea","Glucose_F","Erythritol",29,0.977
"Ipomoea","Glucose_F","Ribitol",7,0.559
"Ipomoea","Glucose_F","Galactitol",29,0.972
"Ipomoea","Glucose_F","D-Mannitol",0,0.445
"Ipomoea","Glucose_F","D-Glucitol",0,0.376
"Ipomoea","Glucose_F","myo-Inositol",29,0.933
"Ipomoea","Glucose_F","DL-Lactate",23,0.974
"Ipomoea","Glucose_F","Succinate",2,0.65
"Ipomoea","Glucose_F","Citrate",4,0.281
"Ipomoea","Glucose_F","D-Gluconate",8,0.476
"Ipomoea","Glucose_F","D-Glucosamine",13,0.461
"Ipomoea","Glucose_F","Nitrate",28,0.965
"Ipomoea","Glucose_F","Vitamin-free",29,0.985
"Ipomoea","Glucose_F","2-Keto-D-gluconate",4,0.095
"Ipomoea","Glucose_F","Starch formation",29,0.969
"Ipomoea","Glucose_F","Growth at 19°C",0,0.961
"Ipomoea","Glucose_F","Growth at 25°C",0,0.914
"Ipomoea","Glucose_F","Growth at 30°C",1,0.611
"Ipomoea","Glucose_F","Growth at 37°C",18,0.829
"Ipomoea","Galactose_F","Sucrose_F",2,0.201
"Ipomoea","Galactose_F","Maltose_F",2,0.143
"Ipomoea","Galactose_F","Lactose_F",4,0.201
"Ipomoea","Galactose_F","Raffinose_F",4,0.257
"Ipomoea","Galactose_F","Trehalose_F",3,0.327
"Ipomoea","Galactose_F","Glucose",0,1
"Ipomoea","Galactose_F","Inulin",5,0.392
"Ipomoea","Galactose_F","Sucrose",1,0.672
"Ipomoea","Galactose_F","Raffinose",5,0.527
"Ipomoea","Galactose_F","Melibiose",5,0.341
"Ipomoea","Galactose_F","Galactose",0,0.6
"Ipomoea","Galactose_F","Lactose",5,0.318
"Ipomoea","Galactose_F","Trehalose",1,0.704
"Ipomoea","Galactose_F","Maltose",1,0.607
"Ipomoea","Galactose_F","Melezitose",1,0.468
"Ipomoea","Galactose_F","Methyl-?-D-glucoside",1,0.365
"Ipomoea","Galactose_F","Soluble Starch",5,0.41
"Ipomoea","Galactose_F","Cellobiose",2,0.756
"Ipomoea","Galactose_F","Salicin",2,0.726
"Ipomoea","Galactose_F","L-Sorbose",0,0.415
"Ipomoea","Galactose_F","L-Rhamnose",4,0.337
"Ipomoea","Galactose_F","D-Xylose",1,0.648
"Ipomoea","Galactose_F","L-Arabinose",5,0.443
"Ipomoea","Galactose_F","D-Arabinose",3,0.329
"Ipomoea","Galactose_F","D-Ribose",1,0.226
"Ipomoea","Galactose_F","Methanol",5,0.34
"Ipomoea","Galactose_F","Ethanol",1,0.793
"Ipomoea","Galactose_F","Glycerol",0,0.751
"Ipomoea","Galactose_F","Erythritol",5,0.415
"Ipomoea","Galactose_F","Ribitol",1,0.579
"Ipomoea","Galactose_F","Galactitol",5,0.339
"Ipomoea","Galactose_F","D-Mannitol",0,0.809
"Ipomoea","Galactose_F","D-Glucitol",0,0.773
"Ipomoea","Galactose_F","myo-Inositol",5,0.322
"Ipomoea","Galactose_F","DL-Lactate",2,0.319
"Ipomoea","Galactose_F","Succinate",1,0.852
"Ipomoea","Galactose_F","Citrate",1,0.609
"Ipomoea","Galactose_F","D-Gluconate",0,0.245
"Ipomoea","Galactose_F","D-Glucosamine",1,0.32
"Ipomoea","Galactose_F","Nitrate",5,0.416
"Ipomoea","Galactose_F","Vitamin-free",5,0.414
"Ipomoea","Galactose_F","2-Keto-D-gluconate",1,0.517
"Ipomoea","Galactose_F","Starch formation",5,0.375
"Ipomoea","Galactose_F","Growth at 19°C",0,0.994
"Ipomoea","Galactose_F","Growth at 25°C",0,0.974
"Ipomoea","Galactose_F","Growth at 30°C",0,0.795
"Ipomoea","Galactose_F","Growth at 37°C",2,0.343
"Ipomoea","Sucrose_F","Maltose_F",2,0.184
"Ipomoea","Sucrose_F","Lactose_F",5,0.345
"Ipomoea","Sucrose_F","Raffinose_F",3,0.163
"Ipomoea","Sucrose_F","Trehalose_F",5,0.676
"Ipomoea","Sucrose_F","Glucose",0,1
"Ipomoea","Sucrose_F","Inulin",6,0.594
"Ipomoea","Sucrose_F","Sucrose",2,0.786
"Ipomoea","Sucrose_F","Raffinose",4,0.458
"Ipomoea","Sucrose_F","Melibiose",7,0.664
"Ipomoea","Sucrose_F","Galactose",0,0.51
"Ipomoea","Sucrose_F","Lactose",7,0.655
"Ipomoea","Sucrose_F","Trehalose",4,0.957
"Ipomoea","Sucrose_F","Maltose",4,0.913
"Ipomoea","Sucrose_F","Melezitose",5,0.929
"Ipomoea","Sucrose_F","Methyl-?-D-glucoside",4,0.768
"Ipomoea","Sucrose_F","Soluble Starch",7,0.714
"Ipomoea","Sucrose_F","Cellobiose",4,0.928
"Ipomoea","Sucrose_F","Salicin",4,0.919
"Ipomoea","Sucrose_F","L-Sorbose",0,0.344
"Ipomoea","Sucrose_F","L-Rhamnose",6,0.645
"Ipomoea","Sucrose_F","D-Xylose",4,0.955
"Ipomoea","Sucrose_F","L-Arabinose",7,0.745
"Ipomoea","Sucrose_F","D-Arabinose",6,0.732
"Ipomoea","Sucrose_F","D-Ribose",4,0.635
"Ipomoea","Sucrose_F","Methanol",7,0.654
"Ipomoea","Sucrose_F","Ethanol",2,0.907
"Ipomoea","Sucrose_F","Glycerol",0,0.755
"Ipomoea","Sucrose_F","Erythritol",7,0.704
"Ipomoea","Sucrose_F","Ribitol",3,0.827
"Ipomoea","Sucrose_F","Galactitol",7,0.66
"Ipomoea","Sucrose_F","D-Mannitol",0,0.796
"Ipomoea","Sucrose_F","D-Glucitol",0,0.759
"Ipomoea","Sucrose_F","myo-Inositol",7,0.646
"Ipomoea","Sucrose_F","DL-Lactate",4,0.632
"Ipomoea","Sucrose_F","Succinate",2,0.935
"Ipomoea","Sucrose_F","Citrate",1,0.581
"Ipomoea","Sucrose_F","D-Gluconate",1,0.411
"Ipomoea","Sucrose_F","D-Glucosamine",5,0.798
"Ipomoea","Sucrose_F","Nitrate",6,0.59
"Ipomoea","Sucrose_F","Vitamin-free",7,0.726
"Ipomoea","Sucrose_F","2-Keto-D-gluconate",2,0.617
"Ipomoea","Sucrose_F","Starch formation",7,0.699
"Ipomoea","Sucrose_F","Growth at 19°C",0,0.988
"Ipomoea","Sucrose_F","Growth at 25°C",0,0.967
"Ipomoea","Sucrose_F","Growth at 30°C",0,0.762
"Ipomoea","Sucrose_F","Growth at 37°C",2,0.339
"Ipomoea","Maltose_F","Lactose_F",4,0.407
"Ipomoea","Maltose_F","Raffinose_F",3,0.345
"Ipomoea","Maltose_F","Trehalose_F",4,0.714
"Ipomoea","Maltose_F","Glucose",0,1
"Ipomoea","Maltose_F","Inulin",5,0.685
"Ipomoea","Maltose_F","Sucrose",3,0.928
"Ipomoea","Maltose_F","Raffinose",5,0.777
"Ipomoea","Maltose_F","Melibiose",6,0.759
"Ipomoea","Maltose_F","Galactose",0,0.578
"Ipomoea","Maltose_F","Lactose",6,0.753
"Ipomoea","Maltose_F","Trehalose",3,0.945
"Ipomoea","Maltose_F","Maltose",2,0.819
"Ipomoea","Maltose_F","Melezitose",4,0.926
"Ipomoea","Maltose_F","Methyl-?-D-glucoside",3,0.777
"Ipomoea","Maltose_F","Soluble Starch",6,0.794
"Ipomoea","Maltose_F","Cellobiose",4,0.956
"Ipomoea","Maltose_F","Salicin",4,0.949
"Ipomoea","Maltose_F","L-Sorbose",0,0.397
"Ipomoea","Maltose_F","L-Rhamnose",5,0.728
"Ipomoea","Maltose_F","D-Xylose",3,0.937
"Ipomoea","Maltose_F","L-Arabinose",6,0.829
"Ipomoea","Maltose_F","D-Arabinose",5,0.79
"Ipomoea","Maltose_F","D-Ribose",3,0.671
"Ipomoea","Maltose_F","Methanol",6,0.753
"Ipomoea","Maltose_F","Ethanol",3,0.967
"Ipomoea","Maltose_F","Glycerol",0,0.813
"Ipomoea","Maltose_F","Erythritol",6,0.805
"Ipomoea","Maltose_F","Ribitol",2,0.806
"Ipomoea","Maltose_F","Galactitol",6,0.762
"Ipomoea","Maltose_F","D-Mannitol",0,0.813
"Ipomoea","Maltose_F","D-Glucitol",0,0.79
"Ipomoea","Maltose_F","myo-Inositol",6,0.761
"Ipomoea","Maltose_F","DL-Lactate",4,0.796
"Ipomoea","Maltose_F","Succinate",2,0.945
"Ipomoea","Maltose_F","Citrate",1,0.665
"Ipomoea","Maltose_F","D-Gluconate",2,0.684
"Ipomoea","Maltose_F","D-Glucosamine",4,0.845
"Ipomoea","Maltose_F","Nitrate",6,0.809
"Ipomoea","Maltose_F","Vitamin-free",6,0.811
"Ipomoea","Maltose_F","2-Keto-D-gluconate",2,0.738
"Ipomoea","Maltose_F","Starch formation",6,0.793
"Ipomoea","Maltose_F","Growth at 19°C",0,0.991
"Ipomoea","Maltose_F","Growth at 25°C",0,0.972
"Ipomoea","Maltose_F","Growth at 30°C",0,0.792
"Ipomoea","Maltose_F","Growth at 37°C",2,0.488
"Ipomoea","Lactose_F","Raffinose_F",2,0.675
"Ipomoea","Lactose_F","Trehalose_F",3,0.91
"Ipomoea","Lactose_F","Glucose",0,1
"Ipomoea","Lactose_F","Inulin",3,0.902
"Ipomoea","Lactose_F","Sucrose",2,0.956
"Ipomoea","Lactose_F","Raffinose",3,0.933
"Ipomoea","Lactose_F","Melibiose",4,0.957
"Ipomoea","Lactose_F","Galactose",0,0.754
"Ipomoea","Lactose_F","Lactose",4,0.949
"Ipomoea","Lactose_F","Trehalose",2,0.977
"Ipomoea","Lactose_F","Maltose",2,0.947
"Ipomoea","Lactose_F","Melezitose",2,0.939
"Ipomoea","Lactose_F","Methyl-?-D-glucoside",2,0.917
"Ipomoea","Lactose_F","Soluble Starch",4,0.958
"Ipomoea","Lactose_F","Cellobiose",2,0.963
"Ipomoea","Lactose_F","Salicin",2,0.967
"Ipomoea","Lactose_F","L-Sorbose",0,0.646
"Ipomoea","Lactose_F","L-Rhamnose",4,0.966
"Ipomoea","Lactose_F","D-Xylose",3,0.992
"Ipomoea","Lactose_F","L-Arabinose",4,0.96
"Ipomoea","Lactose_F","D-Arabinose",4,0.967
"Ipomoea","Lactose_F","D-Ribose",4,0.98
"Ipomoea","Lactose_F","Methanol",4,0.951
"Ipomoea","Lactose_F","Ethanol",2,0.989
"Ipomoea","Lactose_F","Glycerol",0,0.923
"Ipomoea","Lactose_F","Erythritol",4,0.97
"Ipomoea","Lactose_F","Ribitol",1,0.889
"Ipomoea","Lactose_F","Galactitol",4,0.952
"Ipomoea","Lactose_F","D-Mannitol",0,0.9
"Ipomoea","Lactose_F","D-Glucitol",0,0.882
"Ipomoea","Lactose_F","myo-Inositol",4,0.948
"Ipomoea","Lactose_F","DL-Lactate",4,0.979
"Ipomoea","Lactose_F","Succinate",1,0.935
"Ipomoea","Lactose_F","Citrate",1,0.885
"Ipomoea","Lactose_F","D-Gluconate",1,0.79
"Ipomoea","Lactose_F","D-Glucosamine",2,0.906
"Ipomoea","Lactose_F","Nitrate",4,0.954
"Ipomoea","Lactose_F","Vitamin-free",4,0.962
"Ipomoea","Lactose_F","2-Keto-D-gluconate",1,0.816
"Ipomoea","Lactose_F","Starch formation",4,0.949
"Ipomoea","Lactose_F","Growth at 19°C",0,0.996
"Ipomoea","Lactose_F","Growth at 25°C",0,0.99
"Ipomoea","Lactose_F","Growth at 30°C",0,0.904
"Ipomoea","Lactose_F","Growth at 37°C",2,0.853
"Ipomoea","Raffinose_F","Trehalose_F",3,0.729
"Ipomoea","Raffinose_F","Glucose",0,1
"Ipomoea","Raffinose_F","Inulin",3,0.615
"Ipomoea","Raffinose_F","Sucrose",2,0.895
"Ipomoea","Raffinose_F","Raffinose",2,0.519
"Ipomoea","Raffinose_F","Melibiose",4,0.705
"Ipomoea","Raffinose_F","Galactose",0,0.65
"Ipomoea","Raffinose_F","Lactose",4,0.695
"Ipomoea","Raffinose_F","Trehalose",3,0.965
"Ipomoea","Raffinose_F","Maltose",3,0.937
"Ipomoea","Raffinose_F","Melezitose",4,0.963
"Ipomoea","Raffinose_F","Methyl-?-D-glucoside",3,0.846
"Ipomoea","Raffinose_F","Soluble Starch",4,0.74
"Ipomoea","Raffinose_F","Cellobiose",3,0.955
"Ipomoea","Raffinose_F","Salicin",3,0.944
"Ipomoea","Raffinose_F","L-Sorbose",0,0.497
"Ipomoea","Raffinose_F","L-Rhamnose",4,0.726
"Ipomoea","Raffinose_F","D-Xylose",3,0.961
"Ipomoea","Raffinose_F","L-Arabinose",4,0.76
"Ipomoea","Raffinose_F","D-Arabinose",4,0.768
"Ipomoea","Raffinose_F","D-Ribose",4,0.84
"Ipomoea","Raffinose_F","Methanol",4,0.711
"Ipomoea","Raffinose_F","Ethanol",2,0.943
"Ipomoea","Raffinose_F","Glycerol",0,0.843
"Ipomoea","Raffinose_F","Erythritol",4,0.726
"Ipomoea","Raffinose_F","Ribitol",2,0.869
"Ipomoea","Raffinose_F","Galactitol",4,0.706
"Ipomoea","Raffinose_F","D-Mannitol",0,0.843
"Ipomoea","Raffinose_F","D-Glucitol",0,0.844
"Ipomoea","Raffinose_F","myo-Inositol",4,0.703
"Ipomoea","Raffinose_F","DL-Lactate",4,0.848
"Ipomoea","Raffinose_F","Succinate",2,0.959
"Ipomoea","Raffinose_F","Citrate",1,0.748
"Ipomoea","Raffinose_F","D-Gluconate",1,0.626
"Ipomoea","Raffinose_F","D-Glucosamine",4,0.896
"Ipomoea","Raffinose_F","Nitrate",4,0.734
"Ipomoea","Raffinose_F","Vitamin-free",4,0.73
"Ipomoea","Raffinose_F","2-Keto-D-gluconate",2,0.809
"Ipomoea","Raffinose_F","Starch formation",4,0.717
"Ipomoea","Raffinose_F","Growth at 19°C",0,0.992
"Ipomoea","Raffinose_F","Growth at 25°C",0,0.986
"Ipomoea","Raffinose_F","Growth at 30°C",0,0.858
"Ipomoea","Raffinose_F","Growth at 37°C",1,0.433
"Ipomoea","Trehalose_F","Glucose",0,1
"Ipomoea","Trehalose_F","Inulin",13,0.855
"Ipomoea","Trehalose_F","Sucrose",2,0.617
"Ipomoea","Trehalose_F","Raffinose",13,0.923
"Ipomoea","Trehalose_F","Melibiose",13,0.825
"Ipomoea","Trehalose_F","Galactose",0,0.333
"Ipomoea","Trehalose_F","Lactose",13,0.812
"Ipomoea","Trehalose_F","Trehalose",1,0.568
"Ipomoea","Trehalose_F","Maltose",2,0.519
"Ipomoea","Trehalose_F","Melezitose",2,0.414
"Ipomoea","Trehalose_F","Methyl-?-D-glucoside",8,0.862
"Ipomoea","Trehalose_F","Soluble Starch",13,0.874
"Ipomoea","Trehalose_F","Cellobiose",1,0.453
"Ipomoea","Trehalose_F","Salicin",1,0.432
"Ipomoea","Trehalose_F","L-Sorbose",0,0.19
"Ipomoea","Trehalose_F","L-Rhamnose",12,0.818
"Ipomoea","Trehalose_F","D-Xylose",1,0.533
"Ipomoea","Trehalose_F","L-Arabinose",13,0.912
"Ipomoea","Trehalose_F","D-Arabinose",12,0.884
"Ipomoea","Trehalose_F","D-Ribose",10,0.857
"Ipomoea","Trehalose_F","Methanol",13,0.813
"Ipomoea","Trehalose_F","Ethanol",3,0.908
"Ipomoea","Trehalose_F","Glycerol",2,0.912
"Ipomoea","Trehalose_F","Erythritol",13,0.861
"Ipomoea","Trehalose_F","Ribitol",3,0.637
"Ipomoea","Trehalose_F","Galactitol",13,0.83
"Ipomoea","Trehalose_F","D-Mannitol",0,0.691
"Ipomoea","Trehalose_F","D-Glucitol",0,0.623
"Ipomoea","Trehalose_F","myo-Inositol",13,0.799
"Ipomoea","Trehalose_F","DL-Lactate",11,0.931
"Ipomoea","Trehalose_F","Succinate",1,0.766
"Ipomoea","Trehalose_F","Citrate",3,0.689
"Ipomoea","Trehalose_F","D-Gluconate",2,0.408
"Ipomoea","Trehalose_F","D-Glucosamine",6,0.592
"Ipomoea","Trehalose_F","Nitrate",13,0.865
"Ipomoea","Trehalose_F","Vitamin-free",13,0.867
"Ipomoea","Trehalose_F","2-Keto-D-gluconate",2,0.355
"Ipomoea","Trehalose_F","Starch formation",13,0.854
"Ipomoea","Trehalose_F","Growth at 19°C",0,0.98
"Ipomoea","Trehalose_F","Growth at 25°C",0,0.961
"Ipomoea","Trehalose_F","Growth at 30°C",1,0.833
"Ipomoea","Trehalose_F","Growth at 37°C",10,0.893
"Ipomoea","Glucose","Inulin",31,0.778
"Ipomoea","Glucose","Sucrose",8,0.358
"Ipomoea","Glucose","Raffinose",29,0.868
