"Isolation","Trait_A","Trait_B","Observed_PN","Percent_PN"
"Ipomoea","Glucose","Melibiose",33,0.903
"Ipomoea","Glucose","Galactose",1,0.052
"Ipomoea","Glucose","Lactose",34,1
"Ipomoea","Glucose","Trehalose",9,0.665
"Ipomoea","Glucose","Maltose",9,0.367
"Ipomoea","Glucose","Melezitose",11,0.281
"Ipomoea","Glucose","Methyl-?-D-glucoside",18,0.62
"Ipomoea","Glucose","Soluble Starch",34,1
"Ipomoea","Glucose","Cellobiose",10,0.588
"Ipomoea","Glucose","Salicin",10,0.546
"Ipomoea","Glucose","L-Sorbose",0,0.004
"Ipomoea","Glucose","L-Rhamnose",33,0.985
"Ipomoea","Glucose","D-Xylose",8,0.597
"Ipomoea","Glucose","L-Arabinose",33,0.99
"Ipomoea","Glucose","D-Arabinose",30,0.901
"Ipomoea","Glucose","D-Ribose",25,0.848
"Ipomoea","Glucose","Methanol",34,1
"Ipomoea","Glucose","Ethanol",6,0.765
"Ipomoea","Glucose","Glycerol",3,0.719
"Ipomoea","Glucose","Erythritol",34,1
"Ipomoea","Glucose","Ribitol",9,0.401
"Ipomoea","Glucose","Galactitol",33,0.884
"Ipomoea","Glucose","D-Mannitol",0,0.344
"Ipomoea","Glucose","D-Glucitol",0,0.252
"Ipomoea","Glucose","myo-Inositol",34,1
"Ipomoea","Glucose","DL-Lactate",28,0.984
"Ipomoea","Glucose","Succinate",2,0.506
"Ipomoea","Glucose","Citrate",9,0.413
"Ipomoea","Glucose","D-Gluconate",12,0.429
"Ipomoea","Glucose","D-Glucosamine",18,0.417
"Ipomoea","Glucose","Nitrate",31,0.783
"Ipomoea","Glucose","Vitamin-free",34,1
"Ipomoea","Glucose","2-Keto-D-gluconate",8,0.075
"Ipomoea","Glucose","Starch formation",34,1
"Ipomoea","Glucose","Growth at 19°C",0,0.949
"Ipomoea","Glucose","Growth at 25°C",0,0.891
"Ipomoea","Glucose","Growth at 30°C",1,0.479
"Ipomoea","Glucose","Growth at 37°C",21,0.681
"Ipomoea","Inulin","Sucrose",0,0.657
"Ipomoea","Inulin","Raffinose",0,0.242
"Ipomoea","Inulin","Melibiose",3,0.604
"Ipomoea","Inulin","Galactose",0,0.761
"Ipomoea","Inulin","Lactose",3,0.604
"Ipomoea","Inulin","Trehalose",0,0.705
"Ipomoea","Inulin","Maltose",0,0.627
"Ipomoea","Inulin","Melezitose",1,0.704
"Ipomoea","Inulin","Methyl-?-D-glucoside",0,0.434
"Ipomoea","Inulin","Soluble Starch",3,0.644
"Ipomoea","Inulin","Cellobiose",0,0.632
"Ipomoea","Inulin","Salicin",0,0.604
"Ipomoea","Inulin","L-Sorbose",0,0.656
"Ipomoea","Inulin","L-Rhamnose",3,0.651
"Ipomoea","Inulin","D-Xylose",1,0.844
"Ipomoea","Inulin","L-Arabinose",3,0.675
"Ipomoea","Inulin","D-Arabinose",3,0.698
"Ipomoea","Inulin","D-Ribose",3,0.768
"Ipomoea","Inulin","Methanol",3,0.61
"Ipomoea","Inulin","Ethanol",0,0.8
"Ipomoea","Inulin","Glycerol",0,0.893
"Ipomoea","Inulin","Erythritol",3,0.64
"Ipomoea","Inulin","Ribitol",0,0.641
"Ipomoea","Inulin","Galactitol",3,0.604
"Ipomoea","Inulin","D-Mannitol",0,0.905
"Ipomoea","Inulin","D-Glucitol",0,0.889
"Ipomoea","Inulin","myo-Inositol",3,0.607
"Ipomoea","Inulin","DL-Lactate",3,0.796
"Ipomoea","Inulin","Succinate",1,0.936
"Ipomoea","Inulin","Citrate",0,0.591
"Ipomoea","Inulin","D-Gluconate",3,0.917
"Ipomoea","Inulin","D-Glucosamine",1,0.582
"Ipomoea","Inulin","Nitrate",3,0.663
"Ipomoea","Inulin","Vitamin-free",3,0.645
"Ipomoea","Inulin","2-Keto-D-gluconate",0,0.536
"Ipomoea","Inulin","Starch formation",3,0.625
"Ipomoea","Inulin","Growth at 19°C",0,0.995
"Ipomoea","Inulin","Growth at 25°C",0,0.984
"Ipomoea","Inulin","Growth at 30°C",0,0.875
"Ipomoea","Inulin","Growth at 37°C",0,0.338
"Ipomoea","Sucrose","Raffinose",21,0.842
"Ipomoea","Sucrose","Melibiose",25,0.896
"Ipomoea","Sucrose","Galactose",0,0.124
"Ipomoea","Sucrose","Lactose",26,0.909
"Ipomoea","Sucrose","Trehalose",2,0.359
"Ipomoea","Sucrose","Maltose",2,0.21
"Ipomoea","Sucrose","Melezitose",3,0.128
"Ipomoea","Sucrose","Methyl-?-D-glucoside",10,0.487
"Ipomoea","Sucrose","Soluble Starch",26,0.968
"Ipomoea","Sucrose","Cellobiose",3,0.334
"Ipomoea","Sucrose","Salicin",3,0.304
"Ipomoea","Sucrose","L-Sorbose",0,0.043
"Ipomoea","Sucrose","L-Rhamnose",25,0.949
"Ipomoea","Sucrose","D-Xylose",3,0.456
"Ipomoea","Sucrose","L-Arabinose",25,0.964
"Ipomoea","Sucrose","D-Arabinose",22,0.889
"Ipomoea","Sucrose","D-Ribose",18,0.867
"Ipomoea","Sucrose","Methanol",26,0.923
"Ipomoea","Sucrose","Ethanol",2,0.556
"Ipomoea","Sucrose","Glycerol",2,0.803
"Ipomoea","Sucrose","Erythritol",26,0.957
"Ipomoea","Sucrose","Ribitol",5,0.471
"Ipomoea","Sucrose","Galactitol",25,0.873
"Ipomoea","Sucrose","D-Mannitol",0,0.511
"Ipomoea","Sucrose","D-Glucitol",0,0.435
"Ipomoea","Sucrose","myo-Inositol",26,0.914
"Ipomoea","Sucrose","DL-Lactate",21,0.974
"Ipomoea","Sucrose","Succinate",1,0.543
"Ipomoea","Sucrose","Citrate",4,0.374
"Ipomoea","Sucrose","D-Gluconate",7,0.512
"Ipomoea","Sucrose","D-Glucosamine",10,0.362
"Ipomoea","Sucrose","Nitrate",25,0.929
"Ipomoea","Sucrose","Vitamin-free",26,0.967
"Ipomoea","Sucrose","2-Keto-D-gluconate",1,0.032
"Ipomoea","Sucrose","Starch formation",26,0.959
"Ipomoea","Sucrose","Growth at 19°C",0,0.975
"Ipomoea","Sucrose","Growth at 25°C",0,0.936
"Ipomoea","Sucrose","Growth at 30°C",1,0.651
"Ipomoea","Sucrose","Growth at 37°C",18,0.906
"Ipomoea","Raffinose","Melibiose",5,0.4
"Ipomoea","Raffinose","Galactose",0,0.565
"Ipomoea","Raffinose","Lactose",5,0.379
"Ipomoea","Raffinose","Trehalose",2,0.814
"Ipomoea","Raffinose","Maltose",2,0.739
"Ipomoea","Raffinose","Melezitose",3,0.73
"Ipomoea","Raffinose","Methyl-?-D-glucoside",2,0.47
"Ipomoea","Raffinose","Soluble Starch",5,0.443
"Ipomoea","Raffinose","Cellobiose",1,0.566
"Ipomoea","Raffinose","Salicin",1,0.553
"Ipomoea","Raffinose","L-Sorbose",0,0.424
"Ipomoea","Raffinose","L-Rhamnose",5,0.468
"Ipomoea","Raffinose","D-Xylose",3,0.851
"Ipomoea","Raffinose","L-Arabinose",5,0.498
"Ipomoea","Raffinose","D-Arabinose",5,0.527
"Ipomoea","Raffinose","D-Ribose",4,0.542
"Ipomoea","Raffinose","Methanol",5,0.391
"Ipomoea","Raffinose","Ethanol",0,0.626
"Ipomoea","Raffinose","Glycerol",0,0.78
"Ipomoea","Raffinose","Erythritol",5,0.437
"Ipomoea","Raffinose","Ribitol",2,0.695
"Ipomoea","Raffinose","Galactitol",5,0.41
"Ipomoea","Raffinose","D-Mannitol",0,0.83
"Ipomoea","Raffinose","D-Glucitol",0,0.777
"Ipomoea","Raffinose","myo-Inositol",5,0.384
"Ipomoea","Raffinose","DL-Lactate",4,0.563
"Ipomoea","Raffinose","Succinate",1,0.858
"Ipomoea","Raffinose","Citrate",0,0.384
"Ipomoea","Raffinose","D-Gluconate",3,0.735
"Ipomoea","Raffinose","D-Glucosamine",3,0.565
"Ipomoea","Raffinose","Nitrate",4,0.316
"Ipomoea","Raffinose","Vitamin-free",5,0.441
"Ipomoea","Raffinose","2-Keto-D-gluconate",1,0.442
"Ipomoea","Raffinose","Starch formation",5,0.427
"Ipomoea","Raffinose","Growth at 19°C",0,0.992
"Ipomoea","Raffinose","Growth at 25°C",0,0.975
"Ipomoea","Raffinose","Growth at 30°C",0,0.773
"Ipomoea","Raffinose","Growth at 37°C",0,0.099
"Ipomoea","Melibiose","Galactose",0,0.849
"Ipomoea","Melibiose","Lactose",1,0.539
"Ipomoea","Melibiose","Trehalose",0,0.801
"Ipomoea","Melibiose","Maltose",0,0.739
"Ipomoea","Melibiose","Melezitose",0,0.659
"Ipomoea","Melibiose","Methyl-?-D-glucoside",0,0.596
"Ipomoea","Melibiose","Soluble Starch",1,0.558
"Ipomoea","Melibiose","Cellobiose",1,0.892
"Ipomoea","Melibiose","Salicin",1,0.878
"Ipomoea","Melibiose","L-Sorbose",0,0.773
"Ipomoea","Melibiose","L-Rhamnose",1,0.58
"Ipomoea","Melibiose","D-Xylose",0,0.782
"Ipomoea","Melibiose","L-Arabinose",0,0.421
"Ipomoea","Melibiose","D-Arabinose",0,0.407
"Ipomoea","Melibiose","D-Ribose",1,0.698
"Ipomoea","Melibiose","Methanol",1,0.546
"Ipomoea","Melibiose","Ethanol",0,0.865
"Ipomoea","Melibiose","Glycerol",0,0.929
"Ipomoea","Melibiose","Erythritol",1,0.553
"Ipomoea","Melibiose","Ribitol",0,0.734
"Ipomoea","Melibiose","Galactitol",0,0.351
"Ipomoea","Melibiose","D-Mannitol",0,0.953
"Ipomoea","Melibiose","D-Glucitol",0,0.933
"Ipomoea","Melibiose","myo-Inositol",1,0.542
"Ipomoea","Melibiose","DL-Lactate",1,0.673
"Ipomoea","Melibiose","Succinate",0,0.89
"Ipomoea","Melibiose","Citrate",1,0.893
"Ipomoea","Melibiose","D-Gluconate",0,0.712
"Ipomoea","Melibiose","D-Glucosamine",1,0.741
"Ipomoea","Melibiose","Nitrate",1,0.583
"Ipomoea","Melibiose","Vitamin-free",1,0.571
"Ipomoea","Melibiose","2-Keto-D-gluconate",0,0.686
"Ipomoea","Melibiose","Starch formation",1,0.552
"Ipomoea","Melibiose","Growth at 19°C",0,0.993
"Ipomoea","Melibiose","Growth at 25°C",0,0.996
"Ipomoea","Melibiose","Growth at 30°C",0,0.931
"Ipomoea","Melibiose","Growth at 37°C",1,0.706
"Ipomoea","Galactose","Lactose",33,1
"Ipomoea","Galactose","Trehalose",8,0.824
"Ipomoea","Galactose","Maltose",8,0.59
"Ipomoea","Galactose","Melezitose",10,0.564
"Ipomoea","Galactose","Methyl-?-D-glucoside",17,0.86
"Ipomoea","Galactose","Soluble Starch",33,0.999
"Ipomoea","Galactose","Cellobiose",9,0.762
"Ipomoea","Galactose","Salicin",9,0.745
"Ipomoea","Galactose","L-Sorbose",0,0.009
"Ipomoea","Galactose","L-Rhamnose",32,0.998
"Ipomoea","Galactose","D-Xylose",7,0.743
"Ipomoea","Galactose","L-Arabinose",32,1
"Ipomoea","Galactose","D-Arabinose",29,0.992
"Ipomoea","Galactose","D-Ribose",24,0.961
"Ipomoea","Galactose","Methanol",33,0.999
"Ipomoea","Galactose","Ethanol",5,0.845
"Ipomoea","Galactose","Glycerol",2,0.744
"Ipomoea","Galactose","Erythritol",33,0.999
"Ipomoea","Galactose","Ribitol",8,0.597
"Ipomoea","Galactose","Galactitol",32,0.995
"Ipomoea","Galactose","D-Mannitol",0,0.402
"Ipomoea","Galactose","D-Glucitol",0,0.325
"Ipomoea","Galactose","myo-Inositol",33,0.999
"Ipomoea","Galactose","DL-Lactate",27,0.996
"Ipomoea","Galactose","Succinate",2,0.606
"Ipomoea","Galactose","Citrate",8,0.615
"Ipomoea","Galactose","D-Gluconate",11,0.658
"Ipomoea","Galactose","D-Glucosamine",17,0.745
"Ipomoea","Galactose","Nitrate",30,0.972
"Ipomoea","Galactose","Vitamin-free",33,1
"Ipomoea","Galactose","2-Keto-D-gluconate",7,0.242
"Ipomoea","Galactose","Starch formation",33,0.999
"Ipomoea","Galactose","Growth at 19°C",0,0.955
"Ipomoea","Galactose","Growth at 25°C",0,0.905
"Ipomoea","Galactose","Growth at 30°C",1,0.556
"Ipomoea","Galactose","Growth at 37°C",20,0.86
"Ipomoea","Lactose","Trehalose",0,0.838
"Ipomoea","Lactose","Maltose",0,0.82
"Ipomoea","Lactose","Melezitose",0,0.777
"Ipomoea","Lactose","Methyl-?-D-glucoside",0,0.692
"Ipomoea","Lactose","Soluble Starch",0,0.492
"Ipomoea","Lactose","Cellobiose",0,0.798
"Ipomoea","Lactose","Salicin",0,0.807
"Ipomoea","Lactose","L-Sorbose",0,0.88
"Ipomoea","Lactose","L-Rhamnose",0,0.51
"Ipomoea","Lactose","D-Xylose",0,0.826
"Ipomoea","Lactose","L-Arabinose",0,0.501
"Ipomoea","Lactose","D-Arabinose",0,0.543
"Ipomoea","Lactose","D-Ribose",0,0.615
"Ipomoea","Lactose","Methanol",0,0.482
"Ipomoea","Lactose","Ethanol",0,0.885
"Ipomoea","Lactose","Glycerol",0,0.952
"Ipomoea","Lactose","Erythritol",0,0.489
"Ipomoea","Lactose","Ribitol",0,0.82
"Ipomoea","Lactose","Galactitol",0,0.482
"Ipomoea","Lactose","D-Mannitol",0,0.96
"Ipomoea","Lactose","D-Glucitol",0,0.949
"Ipomoea","Lactose","myo-Inositol",0,0.475
"Ipomoea","Lactose","DL-Lactate",0,0.591
"Ipomoea","Lactose","Succinate",0,0.922
"Ipomoea","Lactose","Citrate",0,0.81
"Ipomoea","Lactose","D-Gluconate",0,0.769
"Ipomoea","Lactose","D-Glucosamine",0,0.681
"Ipomoea","Lactose","Nitrate",0,0.502
"Ipomoea","Lactose","Vitamin-free",0,0.491
"Ipomoea","Lactose","2-Keto-D-gluconate",0,0.796
"Ipomoea","Lactose","Starch formation",0,0.486
"Ipomoea","Lactose","Growth at 19°C",0,1
"Ipomoea","Lactose","Growth at 25°C",0,0.993
"Ipomoea","Lactose","Growth at 30°C",0,0.959
"Ipomoea","Lactose","Growth at 37°C",0,0.624
"Ipomoea","Trehalose","Maltose",1,0.079
"Ipomoea","Trehalose","Melezitose",2,0.065
"Ipomoea","Trehalose","Methyl-?-D-glucoside",9,0.346
"Ipomoea","Trehalose","Soluble Starch",25,0.88
"Ipomoea","Trehalose","Cellobiose",2,0.209
"Ipomoea","Trehalose","Salicin",2,0.177
"Ipomoea","Trehalose","L-Sorbose",0,0.032
"Ipomoea","Trehalose","L-Rhamnose",24,0.816
"Ipomoea","Trehalose","D-Xylose",1,0.154
"Ipomoea","Trehalose","L-Arabinose",24,0.899
"Ipomoea","Trehalose","D-Arabinose",21,0.748
"Ipomoea","Trehalose","D-Ribose",18,0.796
"Ipomoea","Trehalose","Methanol",25,0.777
"Ipomoea","Trehalose","Ethanol",2,0.54
"Ipomoea","Trehalose","Glycerol",2,0.794
"Ipomoea","Trehalose","Erythritol",25,0.881
"Ipomoea","Trehalose","Ribitol",3,0.213
"Ipomoea","Trehalose","Galactitol",24,0.674
"Ipomoea","Trehalose","D-Mannitol",0,0.502
"Ipomoea","Trehalose","D-Glucitol",0,0.441
"Ipomoea","Trehalose","myo-Inositol",25,0.74
"Ipomoea","Trehalose","DL-Lactate",20,0.932
"Ipomoea","Trehalose","Succinate",1,0.53
"Ipomoea","Trehalose","Citrate",4,0.35
"Ipomoea","Trehalose","D-Gluconate",7,0.469
"Ipomoea","Trehalose","D-Glucosamine",9,0.211
"Ipomoea","Trehalose","Nitrate",25,0.903
"Ipomoea","Trehalose","Vitamin-free",25,0.898
"Ipomoea","Trehalose","2-Keto-D-gluconate",1,0.014
"Ipomoea","Trehalose","Starch formation",25,0.845
"Ipomoea","Trehalose","Growth at 19°C",0,0.971
"Ipomoea","Trehalose","Growth at 25°C",0,0.934
"Ipomoea","Trehalose","Growth at 30°C",1,0.657
"Ipomoea","Trehalose","Growth at 37°C",18,0.906
"Ipomoea","Maltose","Melezitose",2,0.087
"Ipomoea","Maltose","Methyl-?-D-glucoside",9,0.465
"Ipomoea","Maltose","Soluble Starch",25,0.958
"Ipomoea","Maltose","Cellobiose",3,0.381
"Ipomoea","Maltose","Salicin",3,0.36
"Ipomoea","Maltose","L-Sorbose",0,0.045
"Ipomoea","Maltose","L-Rhamnose",24,0.929
"Ipomoea","Maltose","D-Xylose",2,0.329
"Ipomoea","Maltose","L-Arabinose",24,0.949
"Ipomoea","Maltose","D-Arabinose",21,0.883
"Ipomoea","Maltose","D-Ribose",17,0.839
"Ipomoea","Maltose","Methanol",25,0.913
"Ipomoea","Maltose","Ethanol",3,0.731
"Ipomoea","Maltose","Glycerol",2,0.84
"Ipomoea","Maltose","Erythritol",25,0.946
"Ipomoea","Maltose","Ribitol",4,0.372
"Ipomoea","Maltose","Galactitol",24,0.854
"Ipomoea","Maltose","D-Mannitol",0,0.518
"Ipomoea","Maltose","D-Glucitol",0,0.448
"Ipomoea","Maltose","myo-Inositol",25,0.9
"Ipomoea","Maltose","DL-Lactate",21,0.983
"Ipomoea","Maltose","Succinate",1,0.593
"Ipomoea","Maltose","Citrate",4,0.408
"Ipomoea","Maltose","D-Gluconate",8,0.646
"Ipomoea","Maltose","D-Glucosamine",9,0.341
"Ipomoea","Maltose","Nitrate",25,0.967
"Ipomoea","Maltose","Vitamin-free",25,0.965
"Ipomoea","Maltose","2-Keto-D-gluconate",1,0.043
"Ipomoea","Maltose","Starch formation",25,0.949
"Ipomoea","Maltose","Growth at 19°C",0,0.972
"Ipomoea","Maltose","Growth at 25°C",0,0.93
"Ipomoea","Maltose","Growth at 30°C",1,0.671
"Ipomoea","Maltose","Growth at 37°C",18,0.934
"Ipomoea","Melezitose","Methyl-?-D-glucoside",8,0.521
"Ipomoea","Melezitose","Soluble Starch",23,0.96
"Ipomoea","Melezitose","Cellobiose",2,0.334
"Ipomoea","Melezitose","Salicin",2,0.328
"Ipomoea","Melezitose","L-Sorbose",0,0.066
"Ipomoea","Melezitose","L-Rhamnose",22,0.945
"Ipomoea","Melezitose","D-Xylose",1,0.297
"Ipomoea","Melezitose","L-Arabinose",22,0.966
"Ipomoea","Melezitose","D-Arabinose",19,0.891
"Ipomoea","Melezitose","D-Ribose",16,0.888
"Ipomoea","Melezitose","Methanol",23,0.932
"Ipomoea","Melezitose","Ethanol",2,0.667
"Ipomoea","Melezitose","Glycerol",2,0.858
"Ipomoea","Melezitose","Erythritol",23,0.966
"Ipomoea","Melezitose","Ribitol",3,0.365
"Ipomoea","Melezitose","Galactitol",22,0.89
"Ipomoea","Melezitose","D-Mannitol",0,0.571
"Ipomoea","Melezitose","D-Glucitol",0,0.495
"Ipomoea","Melezitose","myo-Inositol",23,0.919
"Ipomoea","Melezitose","DL-Lactate",19,0.982
"Ipomoea","Melezitose","Succinate",0,0.415
"Ipomoea","Melezitose","Citrate",4,0.521
"Ipomoea","Melezitose","D-Gluconate",6,0.564
"Ipomoea","Melezitose","D-Glucosamine",7,0.29
"Ipomoea","Melezitose","Nitrate",23,0.962
"Ipomoea","Melezitose","Vitamin-free",23,0.962
"Ipomoea","Melezitose","2-Keto-D-gluconate",0,0.034
"Ipomoea","Melezitose","Starch formation",23,0.959
"Ipomoea","Melezitose","Growth at 19°C",0,0.976
"Ipomoea","Melezitose","Growth at 25°C",0,0.953
"Ipomoea","Melezitose","Growth at 30°C",1,0.715
"Ipomoea","Melezitose","Growth at 37°C",18,0.974
"Ipomoea","Methyl-?-D-glucoside","Soluble Starch",16,0.813
"Ipomoea","Methyl-?-D-glucoside","Cellobiose",2,0.463
"Ipomoea","Methyl-?-D-glucoside","Salicin",2,0.462
"Ipomoea","Methyl-?-D-glucoside","L-Sorbose",0,0.145
"Ipomoea","Methyl-?-D-glucoside","L-Rhamnose",15,0.764
"Ipomoea","Methyl-?-D-glucoside","D-Xylose",1,0.409
"Ipomoea","Methyl-?-D-glucoside","L-Arabinose",15,0.816
"Ipomoea","Methyl-?-D-glucoside","D-Arabinose",13,0.713
"Ipomoea","Methyl-?-D-glucoside","D-Ribose",12,0.833
"Ipomoea","Methyl-?-D-glucoside","Methanol",16,0.726
"Ipomoea","Methyl-?-D-glucoside","Ethanol",0,0.443
"Ipomoea","Methyl-?-D-glucoside","Glycerol",1,0.811
"Ipomoea","Methyl-?-D-glucoside","Erythritol",16,0.823
"Ipomoea","Methyl-?-D-glucoside","Ribitol",2,0.383
"Ipomoea","Methyl-?-D-glucoside","Galactitol",15,0.609
"Ipomoea","Methyl-?-D-glucoside","D-Mannitol",0,0.64
"Ipomoea","Methyl-?-D-glucoside","D-Glucitol",0,0.596
"Ipomoea","Methyl-?-D-glucoside","myo-Inositol",16,0.697
"Ipomoea","Methyl-?-D-glucoside","DL-Lactate",12,0.863
"Ipomoea","Methyl-?-D-glucoside","Succinate",1,0.695
"Ipomoea","Methyl-?-D-glucoside","Citrate",3,0.532
"Ipomoea","Methyl-?-D-glucoside","D-Gluconate",5,0.635
"Ipomoea","Methyl-?-D-glucoside","D-Glucosamine",5,0.317
"Ipomoea","Methyl-?-D-glucoside","Nitrate",16,0.838
"Ipomoea","Methyl-?-D-glucoside","Vitamin-free",16,0.836
"Ipomoea","Methyl-?-D-glucoside","2-Keto-D-gluconate",0,0.071
"Ipomoea","Methyl-?-D-glucoside","Starch formation",16,0.775
"Ipomoea","Methyl-?-D-glucoside","Growth at 19°C",0,0.982
"Ipomoea","Methyl-?-D-glucoside","Growth at 25°C",0,0.957
"Ipomoea","Methyl-?-D-glucoside","Growth at 30°C",1,0.786
"Ipomoea","Methyl-?-D-glucoside","Growth at 37°C",10,0.753
"Ipomoea","Soluble Starch","Cellobiose",0,0.579
"Ipomoea","Soluble Starch","Salicin",0,0.576
"Ipomoea","Soluble Starch","L-Sorbose",0,0.688
"Ipomoea","Soluble Starch","L-Rhamnose",0,0.149
"Ipomoea","Soluble Starch","D-Xylose",0,0.615
"Ipomoea","Soluble Starch","L-Arabinose",0,0.143
"Ipomoea","Soluble Starch","D-Arabinose",0,0.176
"Ipomoea","Soluble Starch","D-Ribose",0,0.236
"Ipomoea","Soluble Starch","Methanol",0,0.122
"Ipomoea","Soluble Starch","Ethanol",0,0.731
"Ipomoea","Soluble Starch","Glycerol",0,0.87
"Ipomoea","Soluble Starch","Erythritol",0,0.139
"Ipomoea","Soluble Starch","Ribitol",0,0.579
"Ipomoea","Soluble Starch","Galactitol",0,0.133
"Ipomoea","Soluble Starch","D-Mannitol",0,0.913
"Ipomoea","Soluble Starch","D-Glucitol",0,0.911
"Ipomoea","Soluble Starch","myo-Inositol",0,0.126
"Ipomoea","Soluble Starch","DL-Lactate",0,0.228
"Ipomoea","Soluble Starch","Succinate",0,0.82
"Ipomoea","Soluble Starch","Citrate",0,0.587
"Ipomoea","Soluble Starch","D-Gluconate",0,0.486
"Ipomoea","Soluble Starch","D-Glucosamine",0,0.337
"Ipomoea","Soluble Starch","Nitrate",0,0.147
"Ipomoea","Soluble Starch","Vitamin-free",0,0.134
"Ipomoea","Soluble Starch","2-Keto-D-gluconate",0,0.511
"Ipomoea","Soluble Starch","Starch formation",0,0.129
"Ipomoea","Soluble Starch","Growth at 19°C",0,0.997
"Ipomoea","Soluble Starch","Growth at 25°C",0,0.986
"Ipomoea","Soluble Starch","Growth at 30°C",0,0.879
"Ipomoea","Soluble Starch","Growth at 37°C",0,0.282
"Ipomoea","Cellobiose","Salicin",0,0.052
"Ipomoea","Cellobiose","L-Sorbose",0,0.045
"Ipomoea","Cellobiose","L-Rhamnose",23,0.836
"Ipomoea","Cellobiose","D-Xylose",2,0.32
"Ipomoea","Cellobiose","L-Arabinose",24,0.936
"Ipomoea","Cellobiose","D-Arabinose",21,0.821
"Ipomoea","Cellobiose","D-Ribose",17,0.789
"Ipomoea","Cellobiose","Methanol",24,0.803
"Ipomoea","Cellobiose","Ethanol",2,0.549
"Ipomoea","Cellobiose","Glycerol",2,0.829
"Ipomoea","Cellobiose","Erythritol",24,0.867
"Ipomoea","Cellobiose","Ribitol",4,0.371
"Ipomoea","Cellobiose","Galactitol",24,0.81
"Ipomoea","Cellobiose","D-Mannitol",0,0.527
"Ipomoea","Cellobiose","D-Glucitol",0,0.446
"Ipomoea","Cellobiose","myo-Inositol",24,0.762
"Ipomoea","Cellobiose","DL-Lactate",19,0.915
"Ipomoea","Cellobiose","Succinate",1,0.565
"Ipomoea","Cellobiose","Citrate",3,0.285
"Ipomoea","Cellobiose","D-Gluconate",7,0.518
"Ipomoea","Cellobiose","D-Glucosamine",9,0.266
"Ipomoea","Cellobiose","Nitrate",23,0.827
"Ipomoea","Cellobiose","Vitamin-free",24,0.896
"Ipomoea","Cellobiose","2-Keto-D-gluconate",1,0.027
"Ipomoea","Cellobiose","Starch formation",24,0.858
"Ipomoea","Cellobiose","Growth at 19°C",0,0.97
"Ipomoea","Cellobiose","Growth at 25°C",0,0.934
"Ipomoea","Cellobiose","Growth at 30°C",1,0.664
"Ipomoea","Cellobiose","Growth at 37°C",16,0.821
"Ipomoea","Salicin","L-Sorbose",0,0.037
"Ipomoea","Salicin","L-Rhamnose",23,0.859
"Ipomoea","Salicin","D-Xylose",2,0.351
"Ipomoea","Salicin","L-Arabinose",24,0.947
"Ipomoea","Salicin","D-Arabinose",21,0.862
"Ipomoea","Salicin","D-Ribose",17,0.832
"Ipomoea","Salicin","Methanol",24,0.837
"Ipomoea","Salicin","Ethanol",2,0.578
"Ipomoea","Salicin","Glycerol",2,0.835
"Ipomoea","Salicin","Erythritol",24,0.904
"Ipomoea","Salicin","Ribitol",4,0.385
"Ipomoea","Salicin","Galactitol",24,0.852
"Ipomoea","Salicin","D-Mannitol",0,0.53
"Ipomoea","Salicin","D-Glucitol",0,0.453
"Ipomoea","Salicin","myo-Inositol",24,0.82
"Ipomoea","Salicin","DL-Lactate",19,0.929
"Ipomoea","Salicin","Succinate",1,0.568
"Ipomoea","Salicin","Citrate",3,0.281
"Ipomoea","Salicin","D-Gluconate",7,0.523
"Ipomoea","Salicin","D-Glucosamine",9,0.306
"Ipomoea","Salicin","Nitrate",23,0.857
"Ipomoea","Salicin","Vitamin-free",24,0.91
"Ipomoea","Salicin","2-Keto-D-gluconate",1,0.029
"Ipomoea","Salicin","Starch formation",24,0.886
"Ipomoea","Salicin","Growth at 19°C",0,0.974
"Ipomoea","Salicin","Growth at 25°C",0,0.933
"Ipomoea","Salicin","Growth at 30°C",1,0.679
"Ipomoea","Salicin","Growth at 37°C",16,0.835
"Ipomoea","L-Sorbose","L-Rhamnose",33,1
"Ipomoea","L-Sorbose","D-Xylose",8,0.857
"Ipomoea","L-Sorbose","L-Arabinose",33,0.999
"Ipomoea","L-Sorbose","D-Arabinose",30,0.997
"Ipomoea","L-Sorbose","D-Ribose",25,0.991
"Ipomoea","L-Sorbose","Methanol",34,1
"Ipomoea","L-Sorbose","Ethanol",6,0.887
"Ipomoea","L-Sorbose","Glycerol",3,0.84
"Ipomoea","L-Sorbose","Erythritol",34,1
"Ipomoea","L-Sorbose","Ribitol",9,0.719
"Ipomoea","L-Sorbose","Galactitol",33,1
"Ipomoea","L-Sorbose","D-Mannitol",0,0.401
"Ipomoea","L-Sorbose","D-Glucitol",0,0.305
"Ipomoea","L-Sorbose","myo-Inositol",34,1
"Ipomoea","L-Sorbose","DL-Lactate",28,0.999
"Ipomoea","L-Sorbose","Succinate",2,0.612
"Ipomoea","L-Sorbose","Citrate",9,0.754
"Ipomoea","L-Sorbose","D-Gluconate",12,0.804
"Ipomoea","L-Sorbose","D-Glucosamine",18,0.872
"Ipomoea","L-Sorbose","Nitrate",31,0.995
"Ipomoea","L-Sorbose","Vitamin-free",34,1
"Ipomoea","L-Sorbose","2-Keto-D-gluconate",8,0.402
"Ipomoea","L-Sorbose","Starch formation",34,1
"Ipomoea","L-Sorbose","Growth at 19°C",0,0.958
