sp1,sp2,sp1_inc,sp2_inc,obs_cooccur,prob_cooccur,exp_cooccur,p_lt,p_gt,sp1_name,sp2_name,Association
26,81,12,314,5,0.005,4.5,0.72331,0.49832,Freshwater,D-Glucosamine,Random
26,82,12,144,5,0.003,2.1,0.99088,0.0411,Freshwater,Nitrate,Positive
26,83,12,161,2,0.003,2.3,0.58031,0.709,Freshwater,Vitamin-free,Random
26,84,12,367,5,0.006,5.3,0.55083,0.6759,Freshwater,2-Keto-D-gluconate,Random
26,85,12,107,0,0.002,1.5,0.18902,1,Freshwater,Starch formation,Random
26,86,12,820,12,0.014,11.8,1,0.85131,Freshwater,Growth at 19°C,Random
26,87,12,822,12,0.014,11.9,1,0.87673,Freshwater,Growth at 25°C,Random
26,88,12,732,12,0.013,10.6,1,0.21588,Freshwater,Growth at 30°C,Random
26,89,12,345,5,0.006,5,0.62507,0.60519,Freshwater,Growth at 37°C,Random
27,41,36,607,27,0.032,26.3,0.66989,0.47972,Seawater.Marine,Glucose_F,Random
27,42,36,259,7,0.014,11.2,0.08188,0.96368,Seawater.Marine,Galactose_F,Random
27,43,36,209,11,0.011,9.1,0.83245,0.27846,Seawater.Marine,Sucrose_F,Random
27,44,36,165,8,0.009,7.1,0.72682,0.42511,Seawater.Marine,Maltose_F,Random
27,45,36,29,1,0.002,1.3,0.639,0.72937,Seawater.Marine,Lactose_F,Random
27,46,36,132,5,0.007,5.7,0.47919,0.70274,Seawater.Marine,Raffinose_F,Random
27,47,36,261,8,0.014,11.3,0.15095,0.92269,Seawater.Marine,Trehalose_F,Random
27,48,36,831,36,0.043,36,1,1,Seawater.Marine,Glucose,Random
27,49,36,108,2,0.006,4.7,0.13038,0.9606,Seawater.Marine,Inulin,Random
27,50,36,503,24,0.026,21.8,0.82717,0.27838,Seawater.Marine,Sucrose,Random
27,51,36,237,6,0.012,10.3,0.07286,0.96969,Seawater.Marine,Raffinose,Random
27,52,36,103,1,0.005,4.5,0.04851,0.99236,Seawater.Marine,Melibiose,Negative
27,53,36,541,18,0.028,23.4,0.04095,0.98138,Seawater.Marine,Galactose,Negative
27,54,36,100,2,0.005,4.3,0.16918,0.94512,Seawater.Marine,Lactose,Random
27,55,36,578,25,0.03,25,0.55892,0.58738,Seawater.Marine,Trehalose,Random
27,56,36,468,24,0.024,20.3,0.92825,0.13345,Seawater.Marine,Maltose,Random
27,57,36,383,20,0.02,16.6,0.90904,0.1601,Seawater.Marine,Melezitose,Random
27,58,36,388,21,0.02,16.8,0.94544,0.10379,Seawater.Marine,Methyl-?-D-glucoside,Random
27,59,36,196,3,0.01,8.5,0.01581,0.99611,Seawater.Marine,Soluble Starch,Negative
27,60,36,524,23,0.027,22.7,0.60587,0.53376,Seawater.Marine,Cellobiose,Random
27,61,36,517,21,0.027,22.4,0.372,0.74963,Seawater.Marine,Salicin,Random
27,62,36,437,18,0.023,18.9,0.44055,0.68784,Seawater.Marine,L-Sorbose,Random
27,63,36,181,9,0.009,7.8,0.75911,0.38034,Seawater.Marine,L-Rhamnose,Random
27,64,36,578,26,0.03,25,0.69978,0.44108,Seawater.Marine,D-Xylose,Random
27,65,36,288,12,0.015,12.5,0.51011,0.6308,Seawater.Marine,L-Arabinose,Random
27,66,36,247,9,0.013,10.7,0.33441,0.79163,Seawater.Marine,D-Arabinose,Random
27,67,36,338,11,0.018,14.6,0.13731,0.9267,Seawater.Marine,D-Ribose,Random
27,68,36,67,2,0.003,2.9,0.43219,0.80488,Seawater.Marine,Methanol,Random
27,69,36,700,33,0.036,30.3,0.94196,0.1534,Seawater.Marine,Ethanol,Random
27,70,36,737,33,0.038,31.9,0.79591,0.40275,Seawater.Marine,Glycerol,Random
27,71,36,220,8,0.011,9.5,0.35447,0.78015,Seawater.Marine,Erythritol,Random
27,72,36,501,22,0.026,21.7,0.60503,0.53262,Seawater.Marine,Ribitol,Random
27,73,36,100,1,0.005,4.3,0.05488,0.99111,Seawater.Marine,Galactitol,Random
27,74,36,672,32,0.035,29.1,0.93747,0.14918,Seawater.Marine,D-Mannitol,Random
27,75,36,659,32,0.034,28.5,0.96051,0.10223,Seawater.Marine,D-Glucitol,Random
27,76,36,75,2,0.004,3.2,0.35214,0.85422,Seawater.Marine,myo-Inositol,Random
27,77,36,381,15,0.02,16.5,0.3672,0.75258,Seawater.Marine,DL-Lactate,Random
27,78,36,692,29,0.036,30,0.39647,0.7581,Seawater.Marine,Succinate,Random
27,79,36,513,20,0.027,22.2,0.27041,0.83048,Seawater.Marine,Citrate,Random
27,80,36,459,19,0.024,19.9,0.44556,0.68364,Seawater.Marine,D-Gluconate,Random
27,81,36,314,16,0.016,13.6,0.84567,0.25037,Seawater.Marine,D-Glucosamine,Random
27,82,36,144,2,0.008,6.2,0.03542,0.99196,Seawater.Marine,Nitrate,Negative
27,83,36,161,4,0.008,7,0.14102,0.94164,Seawater.Marine,Vitamin-free,Random
27,84,36,367,18,0.019,15.9,0.81418,0.29018,Seawater.Marine,2-Keto-D-gluconate,Random
27,85,36,107,0,0.006,4.6,0.00623,1,Seawater.Marine,Starch formation,Negative
27,86,36,820,36,0.043,35.5,1,0.61251,Seawater.Marine,Growth at 19°C,Random
27,87,36,822,36,0.043,35.6,1,0.66994,Seawater.Marine,Growth at 25°C,Random
27,88,36,732,30,0.038,31.7,0.25027,0.87517,Seawater.Marine,Growth at 30°C,Random
27,89,36,345,11,0.018,14.9,0.11573,0.94004,Seawater.Marine,Growth at 37°C,Random
28,41,76,607,55,0.067,55.5,0.49166,0.61428,Plant,Glucose_F,Random
28,42,76,259,21,0.029,23.7,0.28818,0.79492,Plant,Galactose_F,Random
28,43,76,209,23,0.023,19.1,0.88668,0.17319,Plant,Sucrose_F,Random
28,44,76,165,19,0.018,15.1,0.9057,0.1519,Plant,Maltose_F,Random
28,45,76,29,5,0.003,2.7,0.95861,0.11671,Plant,Lactose_F,Random
28,46,76,132,15,0.015,12.1,0.86921,0.20878,Plant,Raffinose_F,Random
28,47,76,261,30,0.029,23.9,0.95524,0.07391,Plant,Trehalose_F,Random
28,48,76,831,76,0.091,76,1,1,Plant,Glucose,Random
28,49,76,108,14,0.012,9.9,0.94576,0.10068,Plant,Inulin,Random
28,50,76,503,60,0.055,46,0.9999,0.00029,Plant,Sucrose,Positive
28,51,76,237,28,0.026,21.7,0.96323,0.0625,Plant,Raffinose,Random
28,52,76,103,9,0.011,9.4,0.52673,0.61843,Plant,Melibiose,Random
28,53,76,541,53,0.06,49.5,0.84519,0.22412,Plant,Galactose,Random
28,54,76,100,4,0.011,9.1,0.03423,0.9887,Plant,Lactose,Negative
28,55,76,578,58,0.064,52.9,0.93244,0.11108,Plant,Trehalose,Random
28,56,76,468,56,0.052,42.8,0.99967,0.00083,Plant,Maltose,Positive
28,57,76,383,47,0.042,35,0.9987,0.00281,Plant,Melezitose,Positive
28,58,76,388,40,0.043,35.5,0.88671,0.16638,Plant,Methyl-?-D-glucoside,Random
28,59,76,196,20,0.022,17.9,0.77012,0.3219,Plant,Soluble Starch,Random
28,60,76,524,54,0.058,47.9,0.9514,0.08067,Plant,Cellobiose,Random
28,61,76,517,49,0.057,47.3,0.70682,0.38427,Plant,Salicin,Random
28,62,76,437,53,0.048,40,0.99953,0.00111,Plant,L-Sorbose,Positive
28,63,76,181,8,0.02,16.6,0.00646,0.99768,Plant,L-Rhamnose,Negative
28,64,76,578,52,0.064,52.9,0.45685,0.64356,Plant,D-Xylose,Random
28,65,76,288,16,0.032,26.3,0.00519,0.99773,Plant,L-Arabinose,Negative
28,66,76,247,18,0.027,22.6,0.14014,0.91212,Plant,D-Arabinose,Random
28,67,76,338,27,0.037,30.9,0.2022,0.86041,Plant,D-Ribose,Random
28,68,76,67,3,0.007,6.1,0.1175,0.95747,Plant,Methanol,Random
28,69,76,700,59,0.077,64,0.07186,0.96127,Plant,Ethanol,Random
28,70,76,737,70,0.081,67.4,0.88451,0.21722,Plant,Glycerol,Random
28,71,76,220,8,0.024,20.1,0.00033,0.99991,Plant,Erythritol,Negative
28,72,76,501,44,0.055,45.8,0.37053,0.71729,Plant,Ribitol,Random
28,73,76,100,8,0.011,9.1,0.42018,0.72012,Plant,Galactitol,Random
28,74,76,672,67,0.074,61.5,0.97314,0.05626,Plant,D-Mannitol,Random
28,75,76,659,66,0.073,60.3,0.97286,0.05532,Plant,D-Glucitol,Random
28,76,76,75,3,0.008,6.9,0.06993,0.9772,Plant,myo-Inositol,Random
28,77,76,381,29,0.042,34.8,0.09792,0.93798,Plant,DL-Lactate,Random
28,78,76,692,68,0.076,63.3,0.95994,0.08235,Plant,Succinate,Random
28,79,76,513,52,0.056,46.9,0.91791,0.12767,Plant,Citrate,Random
28,80,76,459,42,0.051,42,0.54883,0.5474,Plant,D-Gluconate,Random
28,81,76,314,25,0.035,28.7,0.21324,0.85261,Plant,D-Glucosamine,Random
28,82,76,144,18,0.016,13.2,0.95072,0.08749,Plant,Nitrate,Random
28,83,76,161,10,0.018,14.7,0.09563,0.94947,Plant,Vitamin-free,Random
28,84,76,367,37,0.04,33.6,0.82997,0.23792,Plant,2-Keto-D-gluconate,Random
28,85,76,107,11,0.012,9.8,0.73836,0.38575,Plant,Starch formation,Random
28,86,76,820,76,0.09,75,1,0.34585,Plant,Growth at 19°C,Random
28,87,76,822,72,0.09,75.2,0.00572,0.99947,Plant,Growth at 25°C,Negative
28,88,76,732,62,0.081,66.9,0.05483,0.97331,Plant,Growth at 30°C,Random
28,89,76,345,33,0.038,31.6,0.68429,0.40648,Plant,Growth at 37°C,Random
29,41,53,607,44,0.047,38.7,0.97257,0.05846,Food,Glucose_F,Random
29,42,53,259,20,0.02,16.5,0.88757,0.17966,Food,Galactose_F,Random
29,43,53,209,21,0.016,13.3,0.99486,0.01175,Food,Sucrose_F,Positive
29,44,53,165,19,0.013,10.5,0.99862,0.00369,Food,Maltose_F,Positive
29,45,53,29,2,0.002,1.8,0.71986,0.56411,Food,Lactose_F,Random
29,46,53,132,14,0.01,8.4,0.98718,0.02947,Food,Raffinose_F,Positive
29,47,53,261,18,0.02,16.6,0.71829,0.39116,Food,Trehalose_F,Random
29,48,53,831,53,0.064,53,1,1,Food,Glucose,Random
29,49,53,108,8,0.008,6.9,0.75962,0.38184,Food,Inulin,Random
29,50,53,503,29,0.039,32.1,0.22572,0.85071,Food,Sucrose,Random
29,51,53,237,17,0.018,15.1,0.77581,0.32606,Food,Raffinose,Random
29,52,53,103,5,0.008,6.6,0.33686,0.8112,Food,Melibiose,Random
29,53,53,541,36,0.042,34.5,0.7208,0.38818,Food,Galactose,Random
29,54,53,100,6,0.008,6.4,0.54066,0.63286,Food,Lactose,Random
29,55,53,578,34,0.044,36.9,0.2305,0.85015,Food,Trehalose,Random
29,56,53,468,28,0.036,29.8,0.34828,0.75002,Food,Maltose,Random
29,57,53,383,18,0.029,24.4,0.04469,0.97675,Food,Melezitose,Negative
29,58,53,388,22,0.03,24.7,0.26209,0.822,Food,Methyl-?-D-glucoside,Random
29,59,53,196,16,0.015,12.5,0.90678,0.15772,Food,Soluble Starch,Random
29,60,53,524,29,0.04,33.4,0.12505,0.92473,Food,Cellobiose,Random
29,61,53,517,28,0.04,33,0.09611,0.94412,Food,Salicin,Random
29,62,53,437,27,0.034,27.9,0.45718,0.65218,Food,L-Sorbose,Random
29,63,53,181,10,0.014,11.5,0.36944,0.75421,Food,L-Rhamnose,Random
29,64,53,578,33,0.044,36.9,0.14985,0.90902,Food,D-Xylose,Random
29,65,53,288,15,0.022,18.4,0.19719,0.87685,Food,L-Arabinose,Random
29,66,53,247,12,0.019,15.8,0.15593,0.90955,Food,D-Arabinose,Random
29,67,53,338,22,0.026,21.6,0.61004,0.50343,Food,D-Ribose,Random
29,68,53,67,1,0.005,4.3,0.05974,0.99002,Food,Methanol,Random
29,69,53,700,49,0.054,44.6,0.97921,0.0584,Food,Ethanol,Random
29,70,53,737,47,0.057,47,0.5682,0.60804,Food,Glycerol,Random
29,71,53,220,14,0.017,14,0.56839,0.55922,Food,Erythritol,Random
29,72,53,501,28,0.038,32,0.15819,0.90105,Food,Ribitol,Random
29,73,53,100,7,0.008,6.4,0.70054,0.45934,Food,Galactitol,Random
29,74,53,672,38,0.052,42.9,0.06232,0.96893,Food,D-Mannitol,Random
29,75,53,659,40,0.051,42,0.28875,0.81422,Food,D-Glucitol,Random
29,76,53,75,4,0.006,4.8,0.46811,0.72491,Food,myo-Inositol,Random
29,77,53,381,31,0.029,24.3,0.97979,0.03883,Food,DL-Lactate,Positive
29,78,53,692,46,0.053,44.1,0.81408,0.3118,Food,Succinate,Random
29,79,53,513,30,0.039,32.7,0.25679,0.82669,Food,Citrate,Random
29,80,53,459,28,0.035,29.3,0.41101,0.69473,Food,D-Gluconate,Random
29,81,53,314,16,0.024,20,0.1507,0.90909,Food,D-Glucosamine,Random
29,82,53,144,9,0.011,9.2,0.56112,0.58784,Food,Nitrate,Random
29,83,53,161,10,0.012,10.3,0.54586,0.59687,Food,Vitamin-free,Random
29,84,53,367,22,0.028,23.4,0.39963,0.70577,Food,2-Keto-D-gluconate,Random
29,85,53,107,1,0.008,6.8,0.00491,0.99948,Food,Starch formation,Negative
29,86,53,820,53,0.063,52.3,1,0.48216,Food,Growth at 19°C,Random
29,87,53,822,53,0.063,52.4,1,0.55096,Food,Growth at 25°C,Random
29,88,53,732,51,0.056,46.7,0.99171,0.03575,Food,Growth at 30°C,Positive
29,89,53,345,33,0.026,22,0.99949,0.00135,Food,Growth at 37°C,Positive
30,41,22,607,18,0.019,16.1,0.88556,0.24962,Pickled.Salted.Brined,Glucose_F,Random
30,42,22,259,6,0.008,6.9,0.44511,0.73038,Pickled.Salted.Brined,Galactose_F,Random
30,43,22,209,11,0.007,5.5,0.99733,0.00955,Pickled.Salted.Brined,Sucrose_F,Positive
30,44,22,165,8,0.005,4.4,0.98215,0.05168,Pickled.Salted.Brined,Maltose_F,Random
30,46,22,132,9,0.004,3.5,0.99913,0.00389,Pickled.Salted.Brined,Raffinose_F,Positive
30,47,22,261,7,0.008,6.9,0.61773,0.5647,Pickled.Salted.Brined,Trehalose_F,Random
30,48,22,831,22,0.026,22,1,1,Pickled.Salted.Brined,Glucose,Random
30,49,22,108,3,0.003,2.9,0.68227,0.56107,Pickled.Salted.Brined,Inulin,Random
30,50,22,503,14,0.016,13.3,0.69519,0.47373,Pickled.Salted.Brined,Sucrose,Random
30,51,22,237,10,0.008,6.3,0.97466,0.06533,Pickled.Salted.Brined,Raffinose,Random
30,52,22,103,3,0.003,2.7,0.71392,0.52676,Pickled.Salted.Brined,Melibiose,Random
30,53,22,541,16,0.017,14.3,0.83807,0.30287,Pickled.Salted.Brined,Galactose,Random
30,54,22,100,1,0.003,2.6,0.23484,0.9427,Pickled.Salted.Brined,Lactose,Random
30,55,22,578,14,0.018,15.3,0.34433,0.80354,Pickled.Salted.Brined,Trehalose,Random
30,56,22,468,11,0.015,12.4,0.34681,0.79537,Pickled.Salted.Brined,Maltose,Random
30,57,22,383,6,0.012,10.1,0.05537,0.97997,Pickled.Salted.Brined,Melezitose,Random
30,58,22,388,8,0.012,10.3,0.22238,0.88577,Pickled.Salted.Brined,Methyl-?-D-glucoside,Random
30,59,22,196,4,0.006,5.2,0.37817,0.8016,Pickled.Salted.Brined,Soluble Starch,Random
30,60,22,524,12,0.017,13.9,0.26606,0.8556,Pickled.Salted.Brined,Cellobiose,Random
30,61,22,517,11,0.016,13.7,0.16459,0.92056,Pickled.Salted.Brined,Salicin,Random
30,62,22,437,10,0.014,11.6,0.32128,0.8147,Pickled.Salted.Brined,L-Sorbose,Random
30,63,22,181,4,0.006,4.8,0.45827,0.74139,Pickled.Salted.Brined,L-Rhamnose,Random
30,64,22,578,8,0.018,15.3,0.00114,0.99976,Pickled.Salted.Brined,D-Xylose,Negative
30,65,22,288,6,0.009,7.6,0.3113,0.8322,Pickled.Salted.Brined,L-Arabinose,Random
30,66,22,247,4,0.008,6.5,0.16803,0.93093,Pickled.Salted.Brined,D-Arabinose,Random
30,67,22,338,10,0.011,8.9,0.75437,0.39965,Pickled.Salted.Brined,D-Ribose,Random
30,68,22,67,0,0.002,1.8,0.15348,1,Pickled.Salted.Brined,Methanol,Random
30,69,22,700,19,0.022,18.5,0.70031,0.53395,Pickled.Salted.Brined,Ethanol,Random
30,70,22,737,19,0.023,19.5,0.46212,0.76895,Pickled.Salted.Brined,Glycerol,Random
30,71,22,220,7,0.007,5.8,0.7975,0.3584,Pickled.Salted.Brined,Erythritol,Random
30,72,22,501,13,0.016,13.3,0.53566,0.63645,Pickled.Salted.Brined,Ribitol,Random
30,73,22,100,4,0.003,2.6,0.8865,0.26741,Pickled.Salted.Brined,Galactitol,Random
30,74,22,672,18,0.021,17.8,0.63305,0.5841,Pickled.Salted.Brined,D-Mannitol,Random
30,75,22,659,18,0.021,17.4,0.69989,0.50896,Pickled.Salted.Brined,D-Glucitol,Random
30,76,22,75,1,0.002,2,0.39379,0.87864,Pickled.Salted.Brined,myo-Inositol,Random
30,77,22,381,11,0.012,10.1,0.73074,0.42693,Pickled.Salted.Brined,DL-Lactate,Random
30,78,22,692,16,0.022,18.3,0.14602,0.94103,Pickled.Salted.Brined,Succinate,Random
30,79,22,513,12,0.016,13.6,0.31129,0.82315,Pickled.Salted.Brined,Citrate,Random
30,80,22,459,13,0.015,12.2,0.71888,0.44289,Pickled.Salted.Brined,D-Gluconate,Random
30,81,22,314,6,0.01,8.3,0.21172,0.89745,Pickled.Salted.Brined,D-Glucosamine,Random
30,82,22,144,5,0.005,3.8,0.83445,0.32923,Pickled.Salted.Brined,Nitrate,Random
30,83,22,161,1,0.005,4.3,0.05283,0.99182,Pickled.Salted.Brined,Vitamin-free,Random
30,84,22,367,9,0.012,9.7,0.46593,0.69904,Pickled.Salted.Brined,2-Keto-D-gluconate,Random
30,85,22,107,1,0.003,2.8,0.201,0.95378,Pickled.Salted.Brined,Starch formation,Random
30,86,22,820,21,0.026,21.7,0.25692,0.96814,Pickled.Salted.Brined,Growth at 19°C,Random
30,87,22,822,22,0.026,21.8,1,0.78453,Pickled.Salted.Brined,Growth at 25°C,Random
30,88,22,732,22,0.023,19.4,1,0.05907,Pickled.Salted.Brined,Growth at 30°C,Random
30,89,22,345,9,0.011,9.1,0.56818,0.60477,Pickled.Salted.Brined,Growth at 37°C,Random
31,41,132,607,109,0.116,96.4,0.99811,0.00386,Fruit,Glucose_F,Positive
31,42,132,259,41,0.05,41.1,0.53281,0.54877,Fruit,Galactose_F,Random
31,43,132,209,42,0.04,33.2,0.97733,0.03662,Fruit,Sucrose_F,Positive
31,44,132,165,26,0.032,26.2,0.53403,0.56067,Fruit,Maltose_F,Random
31,45,132,29,3,0.006,4.6,0.29753,0.86569,Fruit,Lactose_F,Random
31,46,132,132,30,0.025,21,0.99161,0.01576,Fruit,Raffinose_F,Positive
31,47,132,261,34,0.05,41.5,0.07595,0.94988,Fruit,Trehalose_F,Random
31,48,132,831,132,0.159,132,1,1,Fruit,Glucose,Random
31,49,132,108,19,0.021,17.2,0.75015,0.34472,Fruit,Inulin,Random
31,50,132,503,79,0.096,79.9,0.4673,0.60865,Fruit,Sucrose,Random
31,51,132,237,43,0.045,37.6,0.88986,0.15386,Fruit,Raffinose,Random
31,52,132,103,11,0.02,16.4,0.07651,0.95951,Fruit,Melibiose,Random
31,53,132,541,77,0.103,85.9,0.04758,0.96884,Fruit,Galactose,Negative
31,54,132,100,6,0.019,15.9,0.00146,0.99959,Fruit,Lactose,Negative
31,55,132,578,75,0.11,91.8,5.00E-04,0.99976,Fruit,Trehalose,Negative
31,56,132,468,58,0.089,74.3,0.00127,0.99934,Fruit,Maltose,Negative
31,57,132,383,42,0.073,60.8,0.00021,0.9999,Fruit,Melezitose,Negative
31,58,132,388,39,0.074,61.6,1.00E-05,1,Fruit,Methyl-?-D-glucoside,Negative
31,59,132,196,23,0.037,31.1,0.04123,0.97579,Fruit,Soluble Starch,Negative
31,60,132,524,66,0.1,83.2,0.00058,0.99971,Fruit,Cellobiose,Negative
31,61,132,517,67,0.099,82.1,0.0023,0.99876,Fruit,Salicin,Negative
31,62,132,437,76,0.084,69.4,0.91116,0.12363,Fruit,L-Sorbose,Random
31,63,132,181,14,0.035,28.8,0.00026,0.99991,Fruit,L-Rhamnose,Negative
31,64,132,578,78,0.11,91.8,0.0035,0.99811,Fruit,D-Xylose,Negative
31,65,132,288,26,0.055,45.7,4.00E-05,0.99999,Fruit,L-Arabinose,Negative
31,66,132,247,24,0.047,39.2,0.00078,0.99965,Fruit,D-Arabinose,Negative
31,67,132,338,39,0.065,53.7,0.00273,0.99855,Fruit,D-Ribose,Negative
31,68,132,67,4,0.013,10.6,0.01034,0.99711,Fruit,Methanol,Negative
31,69,132,700,108,0.134,111.2,0.2385,0.83232,Fruit,Ethanol,Random
31,70,132,737,112,0.141,117.1,0.08851,0.94843,Fruit,Glycerol,Random
31,71,132,220,14,0.042,34.9,0,1,Fruit,Erythritol,Negative
31,72,132,501,62,0.096,79.6,0.00051,0.99974,Fruit,Ribitol,Negative
31,73,132,100,15,0.019,15.9,0.4654,0.64876,Fruit,Galactitol,Random
31,74,132,672,90,0.128,106.7,9.00E-05,0.99996,Fruit,D-Mannitol,Negative
31,75,132,659,90,0.126,104.7,0.00069,0.99968,Fruit,D-Glucitol,Negative
31,76,132,75,6,0.014,11.9,0.02978,0.98859,Fruit,myo-Inositol,Negative
31,77,132,381,55,0.073,60.5,0.16956,0.87437,Fruit,DL-Lactate,Random
31,78,132,692,101,0.132,109.9,0.01858,0.98986,Fruit,Succinate,Negative
31,79,132,513,72,0.098,81.5,0.04041,0.97371,Fruit,Citrate,Negative
31,80,132,459,62,0.088,72.9,0.0237,0.9851,Fruit,D-Gluconate,Negative
31,81,132,314,40,0.06,49.9,0.03209,0.97992,Fruit,D-Glucosamine,Negative
31,82,132,144,23,0.028,22.9,0.56953,0.52989,Fruit,Nitrate,Random
31,83,132,161,29,0.031,25.6,0.82763,0.23856,Fruit,Vitamin-free,Random
31,84,132,367,54,0.07,58.3,0.23451,0.82019,Fruit,2-Keto-D-gluconate,Random
31,85,132,107,22,0.02,17,0.9371,0.10316,Fruit,Starch formation,Random
31,86,132,820,132,0.157,130.3,1,0.14729,Fruit,Growth at 19°C,Random
31,87,132,822,132,0.157,130.6,1,0.20908,Fruit,Growth at 25°C,Random
31,88,132,732,115,0.14,116.3,0.40098,0.70473,Fruit,Growth at 30°C,Random
31,89,132,345,55,0.066,54.8,0.55493,0.52166,Fruit,Growth at 37°C,Random
32,41,39,607,39,0.034,28.5,1,0,Drink.Juice,Glucose_F,Positive
32,42,39,259,14,0.015,12.2,0.79855,0.31164,Drink.Juice,Galactose_F,Random
32,43,39,209,21,0.012,9.8,0.99998,8.00E-05,Drink.Juice,Sucrose_F,Positive
32,44,39,165,12,0.009,7.7,0.96972,0.06617,Drink.Juice,Maltose_F,Random
32,45,39,29,1,0.002,1.4,0.60037,0.75795,Drink.Juice,Lactose_F,Random
32,46,39,132,11,0.007,6.2,0.98707,0.03293,Drink.Juice,Raffinose_F,Positive
32,47,39,261,17,0.015,12.2,0.96557,0.06905,Drink.Juice,Trehalose_F,Random
32,48,39,831,39,0.047,39,1,1,Drink.Juice,Glucose,Random
32,49,39,108,6,0.006,5.1,0.76628,0.39635,Drink.Juice,Inulin,Random
32,50,39,503,26,0.028,23.6,0.83404,0.26497,Drink.Juice,Sucrose,Random
32,51,39,237,16,0.013,11.1,0.97152,0.05912,Drink.Juice,Raffinose,Random
32,52,39,103,3,0.006,4.8,0.26455,0.88344,Drink.Juice,Melibiose,Random
32,53,39,541,25,0.031,25.4,0.50875,0.62553,Drink.Juice,Galactose,Random
32,54,39,100,3,0.006,4.7,0.28738,0.8701,Drink.Juice,Lactose,Random
32,55,39,578,24,0.033,27.1,0.17385,0.90001,Drink.Juice,Trehalose,Random
32,56,39,468,21,0.026,22,0.4367,0.68731,Drink.Juice,Maltose,Random
32,57,39,383,16,0.022,18,0.31509,0.79171,Drink.Juice,Melezitose,Random
32,58,39,388,15,0.022,18.2,0.18683,0.8892,Drink.Juice,Methyl-?-D-glucoside,Random
32,59,39,196,8,0.011,9.2,0.40517,0.73802,Drink.Juice,Soluble Starch,Random
32,60,39,524,21,0.03,24.6,0.14688,0.9164,Drink.Juice,Cellobiose,Random
32,61,39,517,22,0.029,24.3,0.27293,0.82548,Drink.Juice,Salicin,Random
32,62,39,437,19,0.025,20.5,0.3695,0.74558,Drink.Juice,L-Sorbose,Random
32,63,39,181,5,0.01,8.5,0.11334,0.95137,Drink.Juice,L-Rhamnose,Random
32,64,39,578,15,0.033,27.1,4.00E-05,0.99999,Drink.Juice,D-Xylose,Negative
32,65,39,288,5,0.016,13.5,0.00164,0.99961,Drink.Juice,L-Arabinose,Negative
32,66,39,247,7,0.014,11.6,0.06659,0.97118,Drink.Juice,D-Arabinose,Random
32,67,39,338,11,0.019,15.9,0.0706,0.96573,Drink.Juice,D-Ribose,Random
32,68,39,67,2,0.004,3.1,0.37569,0.84012,Drink.Juice,Methanol,Random
32,69,39,700,30,0.04,32.9,0.14522,0.92852,Drink.Juice,Ethanol,Random
32,70,39,737,30,0.042,34.6,0.0243,0.99177,Drink.Juice,Glycerol,Negative
32,71,39,220,7,0.012,10.3,0.14589,0.92748,Drink.Juice,Erythritol,Random
32,72,39,501,18,0.028,23.5,0.04768,0.97705,Drink.Juice,Ribitol,Negative
32,73,39,100,4,0.006,4.7,0.48491,0.71262,Drink.Juice,Galactitol,Random
32,74,39,672,24,0.038,31.5,0.00314,0.999,Drink.Juice,D-Mannitol,Negative
32,75,39,659,25,0.037,30.9,0.01801,0.99298,Drink.Juice,D-Glucitol,Negative
32,76,39,75,4,0.004,3.5,0.72901,0.47524,Drink.Juice,myo-Inositol,Random
32,77,39,381,18,0.022,17.9,0.58216,0.54816,Drink.Juice,DL-Lactate,Random
32,78,39,692,26,0.039,32.5,0.00723,0.99759,Drink.Juice,Succinate,Negative
32,79,39,513,17,0.029,24.1,0.01425,0.99412,Drink.Juice,Citrate,Negative
32,80,39,459,24,0.026,21.5,0.83534,0.26039,Drink.Juice,D-Gluconate,Random
32,81,39,314,12,0.018,14.7,0.2265,0.8639,Drink.Juice,D-Glucosamine,Random
32,82,39,144,8,0.008,6.8,0.78043,0.35959,Drink.Juice,Nitrate,Random
32,83,39,161,4,0.009,7.6,0.09679,0.96281,Drink.Juice,Vitamin-free,Random
32,84,39,367,20,0.021,17.2,0.86027,0.2255,Drink.Juice,2-Keto-D-gluconate,Random
32,85,39,107,2,0.006,5,0.10061,0.9714,Drink.Juice,Starch formation,Random
32,86,39,820,38,0.046,38.5,0.41259,0.90965,Drink.Juice,Growth at 19°C,Random
32,87,39,822,39,0.046,38.6,1,0.64742,Drink.Juice,Growth at 25°C,Random
32,88,39,732,36,0.041,34.4,0.86538,0.29528,Drink.Juice,Growth at 30°C,Random
32,89,39,345,23,0.019,16.2,0.99212,0.01853,Drink.Juice,Growth at 37°C,Positive
33,41,74,607,69,0.065,54.1,1,1.00E-05,Fermented,Glucose_F,Positive
33,42,74,259,32,0.028,23.1,0.9924,0.01476,Fermented,Galactose_F,Positive
33,43,74,209,42,0.022,18.6,1,0,Fermented,Sucrose_F,Positive
33,44,74,165,29,0.018,14.7,0.99999,4.00E-05,Fermented,Maltose_F,Positive
33,45,74,29,3,0.003,2.6,0.74639,0.48631,Fermented,Lactose_F,Random
33,46,74,132,29,0.014,11.8,1,0,Fermented,Raffinose_F,Positive
33,47,74,261,31,0.028,23.2,0.98333,0.03031,Fermented,Trehalose_F,Positive
33,48,74,831,74,0.089,74,1,1,Fermented,Glucose,Random
33,49,74,108,13,0.012,9.6,0.91595,0.14841,Fermented,Inulin,Random
